Name,Position,College,Round,Pick,Stat URL,Height,Weight,40 Yard Dash,Bench Press,Vertical Jump,Broad Jump,3 Cone Drill,Shuttle,conf_abbr,games,seasons,tackles_solo,tackles_assists,tackles_total,tackles_loss,sacks,def_int,def_int_yds,def_int_td,pass_defended,fumbles_rec,fumbles_rec_yds,fumbles_rec_td,fumbles_forced,pass_cmp,pass_att,pass_cmp_pct,pass_yds,pass_td,pass_int,pass_rating,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,scrim_att,scrim_yds,scrim_yds_per_att,scrim_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_tdxpm,xpa,xp_pct,fgm,fga,fg_pct,kick_points,punt,punt_yds,punt_yds_per_punt,Year
Darrian Beavers,LB,Cincinnati,6,182,https://www.sports-reference.com/cfb/players/darrian-beavers-1.html,76,237,,,36.5,125.0,6.91,,American,56,5,105,87,192,20.0,6.5,3,8,0,3,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
David Bell,WR,Purdue,3,99,https://www.sports-reference.com/cfb/players/david-bell-6.html,73,212,4.65,,33.0,118.0,7.14,4.57,Big Ten,29,3,,,,,,,,,,,,,,,,,,,,,232,2946,12.7,21,6,51,8.5,1,238,2997,12.6,22,,,,,,,,,,,,,,,,,,2022
Greg Bell,RB,San Diego St.,0,0,https://www.sports-reference.com/cfb/players/greg-bell-5.html,71,201,,17.0,31.0,120.0,,,Big Ten,25,3,,,,,,,,,,,,,,,,,,,,,15,119,7.9,1,358,1728,4.8,15,373,1847,5.0,16,,,,,,,,,,,,,,,,,,2022
Daniel Bellinger,TE,San Diego St.,4,112,https://www.sports-reference.com/cfb/players/daniel-bellinger-1.html,77,253,4.63,22.0,34.5,125.0,7.05,4.47,MWC,35,4,,,,,,,,,,,,,,,,,,,,,68,771,11.3,5,2,-4,-2.0,0,70,767,11.0,5,,,,,,,,,,,,,,,,,,2022
Dane Belton,S,Iowa,4,114,https://www.sports-reference.com/cfb/players/dane-belton-1.html,73,205,4.43,,36.5,123.0,7.01,4.24,Big Ten,30,3,69,43,112,6.5,1.0,5,0,0,10,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Terrel Bernard,LB,Baylor,3,89,https://www.sports-reference.com/cfb/players/terrel-bernard-1.html,73,224,,22.0,35.5,123.0,7.03,4.25,Big 12,42,4,173,144,317,31.5,16.5,3,48,0,7,3,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Bubba Bolden,S,Miami,0,0,https://www.sports-reference.com/cfb/players/bubba-bolden-1.html,74,209,4.47,,,116.0,,,Pac-12,28,4,85,42,127,10.0,2.0,2,8,0,6,0,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Slade Bolden,WR,Alabama,0,0,https://www.sports-reference.com/cfb/players/slade-bolden-1.html,71,193,4.66,,32.0,116.0,,,SEC,40,3,,,,,,,,,,,,,,,,,,,,,68,712,10.5,4,6,11,1.8,0,74,723,9.8,4,,,,,,,,,,,,,,,,,,2022
Nik Bonitto,EDGE,Oklahoma,2,64,https://www.sports-reference.com/cfb/players/nik-bonitto-1.html,75,248,4.54,,35.5,120.0,7.07,4.23,Big 12,37,4,69,49,118,33.0,19.5,1,0,0,7,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Thomas Booker,DT,Stanford,5,150,https://www.sports-reference.com/cfb/players/thomas-booker-1.html,75,301,4.94,,,110.0,7.33,4.41,Pac-12,41,4,89,70,159,20.5,9.5,1,0,0,8,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Andrew Booth,CB,Clemson,2,42,https://www.sports-reference.com/cfb/players/andrew-booth-jr-1.html,72,194,,,,,,,ACC,26,3,51,17,68,6.0,1.0,5,0,0,9,1,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Max Borghi,RB,Washington St.,0,0,https://www.sports-reference.com/cfb/players/max-borghi-1.html,69,210,,20.0,,,,,Pac-12,40,4,,,,,,,,,,,,,,,,,,,,,156,1134,7.3,9,369,2158,5.8,32,525,3292,6.3,41,,,,,,,,,,,,,,,,,,2022
Jaquan Brisker,S,Penn St.,2,48,https://www.sports-reference.com/cfb/players/jaquan-brisker-1.html,73,199,4.49,22.0,34.5,124.0,,,Big Ten,34,3,85,66,151,10.0,0.0,5,90,0,14,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Gabe Brkic,K,Oklahoma,0,0,https://www.sports-reference.com/cfb/players/gabe-brkic-1.html,74,197,,,,,,,Big 12,38,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,97.5,57,69,82.6,327,0,0,,2022
Kennedy Brooks,RB,Oklahoma,0,0,https://www.sports-reference.com/cfb/players/kennedy-brooks-1.html,71,209,4.59,,31.0,120.0,,,Big 12,37,3,,,,,,,,,,,,,,,,,,,,,29,209,7.2,0,472,3320,7.0,31,501,3529,7.0,31,,,,,,,,,,,,,,,,,,2022
Ben Brown,C,Mississippi,0,0,https://www.sports-reference.com/cfb/players/ben-brown-3.html,77,312,,,,,,,SEC,2,1,1,1,2,0.0,0.0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Leddie Brown,RB,West Virginia,0,0,https://www.sports-reference.com/cfb/players/leddie-brown-1.html,72,213,4.64,,30.0,118.0,,,Big 12,45,4,,,,,,,,,,,,,,,,,,,,,86,604,7.0,5,620,2888,4.7,27,706,3492,4.9,32,,,,,,,,,,,,,,,,,,2022
Montaric Brown,CB,Arkansas,7,222,https://www.sports-reference.com/cfb/players/montaric-brown-1.html,72,196,4.55,,,,,,SEC,35,4,73,54,127,4.0,0.0,7,12,0,15,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Logan Bruss,OG,Wisconsin,3,104,https://www.sports-reference.com/cfb/players/logan-bruss-1.html,77,309,5.32,,31.0,112.0,7.57,4.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Coby Bryant,CB,Cincinnati,4,109,https://www.sports-reference.com/cfb/players/coby-bryant-1.html,73,193,4.54,17.0,,,,,American,53,5,134,36,170,5.0,0.0,10,120,1,35,0,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Spencer Burford,OG,Texas-San Antonio,4,134,https://www.sports-reference.com/cfb/players/spencer-burford-1.html,76,304,5.19,,27.5,105.0,,4.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Treylon Burks,WR,Arkansas,1,18,https://www.sports-reference.com/cfb/players/treylon-burks-1.html,74,225,4.55,,33.0,122.0,7.28,,SEC,32,3,,,,,,,,,,,,,,,,,,,,,146,2399,16.4,18,38,222,5.8,1,184,2621,14.2,19,,,,,,,,,,,,,,,,,,2022
Darien Butler,LB,Arizona St.,0,0,https://www.sports-reference.com/cfb/players/darien-butler-1.html,70,221,,,,,7.47,,Pac-12,39,4,120,121,241,24.1,4.0,3,0,0,4,4,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Matthew Butler,DT,Tennessee,5,175,https://www.sports-reference.com/cfb/players/matthew-butler-1.html,76,297,5.0,17.0,32.0,112.0,7.89,4.81,SEC,44,5,68,84,152,16.0,9.5,0,0,0,3,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Percy Butler,S,Louisiana,4,113,https://www.sports-reference.com/cfb/players/percy-butler-1.html,72,194,4.36,,31.5,123.0,,,Sun Belt,42,4,107,60,167,9.0,1.0,3,3,0,13,5,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Grant Calcaterra,TE,SMU,6,198,https://www.sports-reference.com/cfb/players/grant-calcaterra-1.html,76,241,4.62,20.0,,,,,Big 12,36,4,,,,,,,,,,,,,,,,,,,,,38,465,12.2,4,0,0,,0,38,465,12.2,4,,,,,,,,,,,,,,,,,,2022
Jake Camarda,P,Georgia,4,133,https://www.sports-reference.com/cfb/players/jake-camarda-1.html,73,193,4.56,,,,,,SEC,52,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,187,8561,45.8,2022
Chance Campbell,LB,Mississippi,6,219,https://www.sports-reference.com/cfb/players/chance-campbell-1.html,74,232,4.57,,39.5,127.0,,,Big Ten,33,4,47,62,109,12.5,6.0,0,0,0,2,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Zachary Carter,DE,Florida,3,95,https://www.sports-reference.com/cfb/players/zachary-carter-1.html,76,282,4.99,19.0,27.5,110.0,,,SEC,41,4,39,63,102,26.0,17.0,0,0,0,8,1,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Tariq Castro-Fields,CB,Penn St.,6,221,https://www.sports-reference.com/cfb/players/tariq-castro-fields-1.html,73,197,4.38,,,,,,Big Ten,46,5,94,45,139,10.0,1.0,3,8,0,25,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Tykevious Chandler,RB,North Carolina,5,169,https://www.sports-reference.com/cfb/players/ty-chandler-1.html,71,204,4.38,,31.0,121.0,,,SEC,59,5,,,,,,,,,,,,,,,,,,,,,15,216,14.4,1,182,1092,6.0,13,197,1308,6.6,14,,,,,,,,,,,,,,,,,,2022
Leo Chenal,LB,Wisconsin,3,103,https://www.sports-reference.com/cfb/players/leo-chenal-1.html,75,250,4.53,,40.5,128.0,,,Big Ten,25,3,106,72,178,25.5,11.0,1,31,0,1,0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Lewis Cine,S,Georgia,1,32,https://www.sports-reference.com/cfb/players/lewis-cine-1.html,74,199,4.37,,36.5,133.0,,,SEC,39,3,95,49,144,3.5,0.0,2,23,0,14,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Damone Clark,LB,LSU,5,176,https://www.sports-reference.com/cfb/players/damone-clark-1.html,75,239,4.57,,36.5,127.0,7.12,,SEC,36,4,120,129,249,23.0,10.0,1,0,0,4,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Micheal Clemons,DE,Texas A&M,4,117,https://www.sports-reference.com/cfb/players/micheal-clemons-1.html,77,263,,24.0,,116.0,,,SEC,32,4,52,41,93,20.5,12.5,0,0,0,2,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Jack Coan,QB,Notre Dame,0,0,https://www.sports-reference.com/cfb/players/jack-coan-1.html,75,218,4.9,,33.0,115.0,6.95,4.39,Big Ten,35,4,,,,,,,,,,,,,,253,386,65.5,3150,25,7,151.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Qwynnterrio Cole,S,Louisville,0,0,https://www.sports-reference.com/cfb/players/qwynnterio-cole-1.html,72,206,,16.0,,,,,ACC,13,1,65,21,86,5.0,0.0,1,29,0,6,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Snoop Conner,RB,Mississippi,5,154,https://www.sports-reference.com/cfb/players/snoop-conner-1.html,70,222,4.59,25.0,29.5,118.0,,,SEC,35,3,,,,,,,,,,,,,,,,,,,,,32,225,7.0,0,304,1580,5.2,26,336,1805,5.4,26,,,,,,,,,,,,,,,,,,2022
Bryan Cook,S,Cincinnati,2,62,https://www.sports-reference.com/cfb/players/bryan-cook-2.html,73,206,,,,,,,American,21,3,78,46,124,6.0,1.0,2,0,0,11,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
James Cook,RB,Georgia,2,63,https://www.sports-reference.com/cfb/players/james-cook-2.html,71,199,4.42,,33.0,124.0,,,SEC,47,4,,,,,,,,,,,,,,,,,,,,,67,730,10.9,6,230,1503,6.5,14,297,2233,7.5,20,,,,,,,,,,,,,,,,,,2022
Jashaun Corbin,RB,Florida St.,0,0,https://www.sports-reference.com/cfb/players/jashaun-corbin-1.html,71,202,,,,,,,SEC,35,4,,,,,,,,,,,,,,,,,,,,,44,259,5.9,1,224,1288,5.8,12,268,1547,5.8,13,,,,,,,,,,,,,,,,,,2022
Yusuf Corker,S,Kentucky,0,0,https://www.sports-reference.com/cfb/players/yusuf-corker-1.html,72,203,,23.0,,,,,SEC,43,4,134,107,241,6.5,2.0,3,0,0,14,2,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Matt Corral,QB,Mississippi,3,94,https://www.sports-reference.com/cfb/players/matt-corral-1.html,74,212,,,,,,,SEC,37,4,,,,,,,,,,,,,,614,912,67.3,8287,57,23,159.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Charles Cross,OT,Mississippi St.,1,9,https://www.sports-reference.com/cfb/players/charles-cross-1.html,77,307,4.95,,26.0,112.0,7.88,4.61,SEC,1,1,0,1,1,0.0,0.0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Nick Cross,S,Maryland,3,96,https://www.sports-reference.com/cfb/players/nick-cross-1.html,72,212,4.34,,37.0,130.0,,,Big Ten,29,3,88,46,134,5.5,4.0,6,55,0,10,0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Dustin Crum,QB,Kent St.,0,0,https://www.sports-reference.com/cfb/players/dustin-crum-1.html,73,210,4.75,,32.5,120.0,,4.36,MAC,47,5,,,,,,,,,,,,,,575,863,66.6,7398,55,12,156.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Myron Cunningham,OT,Arkansas,0,0,https://www.sports-reference.com/cfb/players/myron-cunningham-1.html,77,320,5.38,,20.0,98.0,8.5,5.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
DJ Davidson,DT,Arizona St.,5,147,https://www.sports-reference.com/cfb/players/dj-davidson-1.html,75,327,,23.0,28.0,,7.85,4.72,Pac-12,34,4,62,75,137,15.5,5.0,0,0,0,6,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Jordan Davis,DT,Georgia,1,13,https://www.sports-reference.com/cfb/players/jordan-davis-9.html,78,341,4.78,,32.0,123.0,,,SEC,42,4,37,53,90,11.5,7.0,0,0,0,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Kalia Davis,DT,Central Florida,6,220,https://www.sports-reference.com/cfb/players/kalia-davis-1.html,73,302,,,,,,,American,25,3,32,29,61,15.0,4.0,0,0,0,2,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Tyrion Davis-Price,RB,LSU,3,93,https://www.sports-reference.com/cfb/players/tyrion-davis-price-1.html,72,211,4.48,,30.0,117.0,,,SEC,35,3,,,,,,,,,,,,,,,,,,,,,28,185,6.6,0,379,1744,4.6,15,407,1929,4.7,15,,,,,,,,,,,,,,,,,,2022
Nakobe Dean,LB,Georgia,3,83,https://www.sports-reference.com/cfb/players/nakobe-dean-1.html,71,229,,,,,,,SEC,36,3,89,79,168,13.5,7.5,2,50,1,7,0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Dawson Deaton,C,Texas Tech,7,246,https://www.sports-reference.com/cfb/players/dawson-deaton-1.html,78,306,5.12,24.0,29.0,108.0,7.52,4.49,Big 12,2,2,2,0,2,0.0,0.0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Austin Deculus,OT,LSU,6,205,https://www.sports-reference.com/cfb/players/austin-deculus-1.html,77,321,5.08,,28.5,109.0,,4.99,SEC,2,2,1,0,1,0.0,0.0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Cameron Dicker,K,Texas,0,0,https://www.sports-reference.com/cfb/players/cameron-dicker-2.html,73,220,,,,,,,Big 12,49,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210,98.1,60,79,75.9,386,55,2549,46.3,2022
Kellen Diesch,OT,Arizona St.,0,0,https://www.sports-reference.com/cfb/players/kellen-diesch-1.html,79,301,4.89,,32.5,110.0,7.77,4.43,Pac-12,2,2,2,0,2,0.0,0.0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
JoJo Domann,LB,Nebraska,0,0,https://www.sports-reference.com/cfb/players/jojo-domann-1.html,73,228,4.62,,34.5,119.0,,,Big Ten,43,5,132,76,208,26.5,5.5,3,0,0,15,3,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Jahan Dotson,WR,Penn St.,1,16,https://www.sports-reference.com/cfb/players/jahan-dotson-1.html,71,178,4.43,,36.0,121.0,7.28,,Big Ten,42,4,,,,,,,,,,,,,,,,,,,,,183,2757,15.1,25,8,18,2.3,1,191,2775,14.5,26,,,,,,,,,,,,,,,,,,2022
Romeo Doubs,WR,Nevada,4,132,https://www.sports-reference.com/cfb/players/romeo-doubs-1.html,74,201,,,,,,,MWC,44,4,,,,,,,,,,,,,,,,,,,,,225,3322,14.8,26,3,-1,-0.3,0,228,3321,14.6,26,,,,,,,,,,,,,,,,,,2022
Dontario Drummond,WR,Mississippi,0,0,https://www.sports-reference.com/cfb/players/dontario-drummond-1.html,73,215,4.65,,34.0,122.0,,,SEC,34,3,,,,,,,,,,,,,,,,,,,,,114,1633,14.3,15,6,40,6.7,1,120,1673,13.9,16,,,,,,,,,,,,,,,,,,2022
Greg Dulcich,TE,UCLA,3,80,https://www.sports-reference.com/cfb/players/greg-dulcich-1.html,76,243,4.69,16.0,34.0,122.0,7.05,4.37,Pac-12,31,4,,,,,,,,,,,,,,,,,,,,,77,1353,17.6,11,0,0,,0,77,1353,17.6,11,,,,,,,,,,,,,,,,,,2022
William Dunkle,OG,San Diego St.,0,0,https://www.sports-reference.com/cfb/players/william-dunkle-1.html,77,328,5.44,25.0,26.0,95.0,7.97,4.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Jerrion Ealy,RB,Mississippi,0,0,https://www.sports-reference.com/cfb/players/jerrion-ealy-1.html,68,189,4.52,,34.5,128.0,,,SEC,33,3,,,,,,,,,,,,,,,,,,,,,67,545,8.1,4,384,2235,5.8,20,451,2780,6.2,24,,,,,,,,,,,,,,,,,,2022
Arnold Ebiketie,EDGE,Penn St.,2,38,https://www.sports-reference.com/cfb/players/arnold-ebiketie-1.html,74,250,,21.0,38.0,128.0,,,American,28,4,34,28,62,18.0,9.5,0,0,0,1,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Trestan Ebner,RB,Baylor,6,203,https://www.sports-reference.com/cfb/players/trestan-ebner-1.html,71,206,4.43,,30.0,,,,Big 12,59,5,,,,,,,,,,,,,,,,,,,,,127,1515,11.9,11,343,1690,4.9,9,470,3205,6.8,20,,,,,,,,,,,,,,,,,,2022
Ikem Ekwonu,OT,North Carolina St.,1,6,https://www.sports-reference.com/cfb/players/ikem-ekwonu-1.html,76,310,4.93,,29.0,108.0,7.82,4.73,ACC,13,2,1,0,1,0.0,0.0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Kaiir Elam,CB,Florida,1,23,https://www.sports-reference.com/cfb/players/kaiir-elam-1.html,74,191,4.39,,,,,,SEC,34,3,53,25,78,2.5,0.0,6,0,0,20,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Kaleb Eleby,QB,Western Michigan,0,0,https://www.sports-reference.com/cfb/players/kaleb-eleby-1.html,73,208,,,25.5,111.0,7.57,,MAC,24,3,,,,,,,,,,,,,,421,664,63.4,6084,45,11,159.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Martin Emerson,CB,Mississippi St.,3,68,https://www.sports-reference.com/cfb/players/martin-emerson-1.html,74,201,4.53,,,,,,SEC,36,3,92,60,152,6.0,0.0,1,45,0,15,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Kingsley Enagbare,DE,South Carolina,5,179,https://www.sports-reference.com/cfb/players/kingsley-enagbare-1.html,76,258,4.87,,36.5,117.0,,,SEC,39,4,73,48,121,24.0,15.0,0,0,0,4,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Akayleb Evans,CB,Missouri,4,118,https://www.sports-reference.com/cfb/players/akayleb-evans-1.html,74,197,4.46,,36.0,129.0,,,American,38,5,25,3,28,1.0,0.0,1,0,0,6,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Obinna Eze,OT,TCU,0,0,https://www.sports-reference.com/cfb/players/obinna-eze-1.html,79,321,5.17,18.0,27.5,104.0,8.2,5.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Joshua Ezeudu,OG,North Carolina,3,67,https://www.sports-reference.com/cfb/players/joshua-ezeudu-1.html,76,308,5.19,,28.5,105.0,7.83,4.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Erik Ezukanma,WR,Texas Tech,4,125,https://www.sports-reference.com/cfb/players/erik-ezukanma-1.html,74,209,,,36.5,126.0,,4.38,Big 12,35,4,,,,,,,,,,,,,,,,,,,,,138,2166,15.7,15,10,138,13.8,2,148,2304,15.6,17,,,,,,,,,,,,,,,,,,2022
Daniel Faalele,OT,Minnesota,4,110,https://www.sports-reference.com/cfb/players/daniel-faalele-1.html,80,384,,24.0,,,,,Big Ten,13,1,,,,,,,,,,,,,,,,,,,,,0,0,,0,1,2,2.0,1,1,2,2.0,1,,,,,,,,,,,,,,,,,,2022
Neil Farrell,DT,LSU,4,126,https://www.sports-reference.com/cfb/players/neil-farrell-jr-1.html,76,330,5.41,,21.5,,8.41,,SEC,48,5,54,89,143,22.0,7.5,0,0,0,4,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Jake Ferguson,TE,Wisconsin,4,129,https://www.sports-reference.com/cfb/players/jake-ferguson-1.html,77,250,4.81,15.0,31.5,118.0,7.03,4.48,Big Ten,47,4,,,,,,,,,,,,,,,,,,,,,145,1618,11.2,13,0,0,,0,145,1618,11.2,13,,,,,,,,,,,,,,,,,,2022
