Name,Position,College,Round,Pick,Stat URL,Height,Weight,40 Yard Dash,Bench Press,Vertical Jump,Broad Jump,3 Cone Drill,Shuttle,conf_abbr,games,seasons,tackles_solo,tackles_assists,tackles_total,tackles_loss,sacks,def_int,def_int_yds,def_int_td,pass_defended,fumbles_rec,fumbles_rec_yds,fumbles_rec_td,fumbles_forced,pass_cmp,pass_att,pass_cmp_pct,pass_yds,pass_td,pass_int,pass_rating,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,scrim_att,scrim_yds,scrim_yds_per_att,scrim_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_tdxpm,xpa,xp_pct,fgm,fga,fg_pct,kick_points,punt,punt_yds,punt_yds_per_punt,Year
Troy Apke,S,Penn State,4,109,https://www.sports-reference.com/cfb/players/tony-apke-1.html,74,198,4.34,16.0,41.0,131.0,6.56,4.03,Big Ten,13,1,37,17,54,3.0,0.0,1,1,0,4,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018
Ade Aruna,DE,Tulane,6,218,https://www.sports-reference.com/cfb/players/ade-aruna-1.html,78,262,4.6,18.0,38.5,128.0,7.53,4.48,American,37,4,71,36,107,19.0,11.0,0,0,0,4,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018
Marcell Ateman,WR,Oklahoma State,7,228,https://www.sports-reference.com/cfb/players/marcell-ateman-1.html,76,216,4.62,13.0,34.0,121.0,7.07,4.25,Big 12,43,4,,,,,,,,,,,,,,,,,,,,,146,2466,16.9,13,1,1,1.0,0,147,2467,16.8,13,,,,,,,,,,,,,,,,,,2018
John Atkins,DT,Georgia,0,0,https://www.sports-reference.com/cfb/players/john-atkins-1.html,76,321,5.38,,24.0,89.0,7.95,4.75,SEC,36,4,30,51,81,3.5,0.0,0,0,0,5,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018
Anthony Averett,CB,Alabama,4,118,https://www.sports-reference.com/cfb/players/anthony-averett-1.html,72,185,4.36,13.0,31.5,119.0,6.93,4.4,SEC,31,3,71,27,98,7.0,2.0,1,30,0,16,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018
Genard Avery,ILB,Memphis,5,150,https://www.sports-reference.com/cfb/players/genard-avery-1.html,73,248,4.59,26.0,36.0,124.0,6.9,4.36,American,45,4,168,62,230,44.5,21.5,2,51,2,5,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018
Jerome Baker,OLB,Ohio State,3,73,https://www.sports-reference.com/cfb/players/jerome-baker-1.html,73,229,4.53,22.0,36.5,126.0,,,Big Ten,29,3,90,69,159,17.5,7.0,2,90,1,4,3,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018
Kalen Ballage,RB,Arizona State,4,131,https://www.sports-reference.com/cfb/players/kalen-ballage-1.html,73,228,4.46,15.0,33.5,122.0,6.91,4.35,Pac-12,46,4,,,,,,,,,,,,,,,,,,,,,82,684,8.3,2,450,1984,4.4,27,532,2668,5.0,29,,,,,,,,,,,,,,,,,,2018
Saquon Barkley,RB,Penn State,1,2,https://www.sports-reference.com/cfb/players/saquon-barkley-1.html,72,233,4.4,29.0,41.0,,,4.24,Big Ten,38,3,,,,,,,,,,,,,,,,,,,,,102,1195,11.7,8,671,3843,5.7,43,773,5038,6.5,51,,,,,,,,,,,,,,,,,,2018
J.T. Barrett,QB,Ohio State,0,0,https://www.sports-reference.com/cfb/players/jt-barrett-1.html,73,224,4.7,,30.0,108.0,7.38,4.44,Big Ten,50,4,,,,,,,,,,,,,,769,1211,63.5,9434,104,30,152.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018
Jessie Bates,S,Wake Forest,2,54,https://www.sports-reference.com/cfb/players/jessie-bates-1.html,74,195,4.5,,35.5,117.0,6.78,4.26,ACC,24,2,119,58,177,9.5,0.0,6,195,2,10,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018
Marcus Baugh,TE,Ohio State,0,0,https://www.sports-reference.com/cfb/players/marcus-baugh-1.html,75,247,4.81,,33.0,117.0,7.28,4.51,Big Ten,27,4,,,,,,,,,,,,,,,,,,,,,55,607,11.0,8,1,5,5.0,0,56,612,10.9,8,,,,,,,,,,,,,,,,,,2018
Nick Bawden,FB,San Diego State,7,237,https://www.sports-reference.com/cfb/players/nick-bawden-1.html,74,245,,,,,,,MWC,24,3,,,,,,,,,,,,,,13,38,34.2,147,1,2,64.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018
Davin Bellamy,EDGE,Georgia,0,0,https://www.sports-reference.com/cfb/players/davin-bellamy-1.html,77,255,,15.0,,,,,SEC,42,4,61,74,135,24.0,13.0,0,0,0,5,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018
Kurt Benkert,QB,Virginia,0,0,https://www.sports-reference.com/cfb/players/kurt-benkert-1.html,75,218,4.95,16.0,31.0,112.0,7.15,4.33,American,27,3,,,,,,,,,,,,,,526,915,57.5,5759,46,20,122.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018
Braxton Berrios,WR,Miami (FL),6,210,https://www.sports-reference.com/cfb/players/braxton-berrios-1.html,69,184,,11.0,,,,,ACC,46,4,,,,,,,,,,,,,,,,,,,,,100,1175,11.8,14,4,72,18.0,0,104,1247,12.0,14,,,,,,,,,,,,,,,,,,2018
Keishawn Bierria,ILB,Washington,6,217,https://www.sports-reference.com/cfb/players/keishawn-bierria-1.html,74,230,4.79,21.0,30.5,117.0,7.26,,Pac-12,50,4,154,86,240,19.5,7.5,0,0,0,4,7,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018
Quin Blanding,S,Virginia,0,0,https://www.sports-reference.com/cfb/players/quin-blanding-1.html,74,215,4.63,,31.5,122.0,,,ACC,49,4,260,235,495,9.0,1.0,10,108,1,16,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018
David Bright,OT,Stanford,0,0,https://www.sports-reference.com/cfb/players/david-bright-1.html,77,307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018
Drew Brown,K,Nebraska,0,0,https://www.sports-reference.com/cfb/players/drew-brown-1.html,70,208,,,,,,,Big Ten,51,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,98.9,59,76,77.6,355,0,0,,2018
Andrew Brown,DE,Virginia,5,158,https://www.sports-reference.com/cfb/players/andrew-brown-2.html,76,296,5.03,31.0,28.0,101.0,7.51,4.48,ACC,34,4,42,52,94,26.5,10.5,0,0,0,4,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018
Orlando Brown,OT,Oklahoma,3,83,https://www.sports-reference.com/cfb/players/orlando-brown-2.html,80,345,5.85,14.0,19.5,82.0,7.87,5.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018
Tony Brown,CB,Alabama,0,0,https://www.sports-reference.com/cfb/players/tony-brown-8.html,72,198,4.35,14.0,31.5,126.0,6.78,4.11,SEC,39,4,56,30,86,4.5,0.5,3,9,0,5,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018
Equanimeous St. brown,WR,Notre Dame,6,207,https://www.sports-reference.com/cfb/players/equanimeous-st-brown-1.html,77,214,4.48,20.0,,,,,Ind,26,3,,,,,,,,,,,,,,,,,,,,,92,1484,16.1,13,0,0,,0,92,1484,16.1,13,,,,,,,,,,,,,,,,,,2018
Taven Bryan,DT,Florida,1,29,https://www.sports-reference.com/cfb/players/taven-bryan-1.html,76,291,4.98,30.0,35.0,119.0,7.12,4.48,SEC,30,3,30,32,62,10.5,5.5,1,0,0,1,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018
Oren Burks,OLB,Vanderbilt,3,88,https://www.sports-reference.com/cfb/players/oren-burks-1.html,75,233,4.59,18.0,39.5,131.0,6.82,4.15,SEC,42,4,129,99,228,15.5,4.5,5,99,1,21,2,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018
Deontay Burnett,WR,USC,0,0,https://www.sports-reference.com/cfb/players/deontay-burnett-1.html,72,186,,,,,,,Pac-12,32,3,,,,,,,,,,,,,,,,,,,,,152,1897,12.5,16,5,29,5.8,0,157,1926,12.3,16,,,,,,,,,,,,,,,,,,2018
Jason Cabinda,ILB,Penn State,0,0,https://www.sports-reference.com/cfb/players/jason-cabinda-1.html,73,239,,19.0,,,,,Big Ten,40,4,116,169,285,17.5,7.0,1,0,0,11,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018
Deon Cain,WR,Clemson,6,185,https://www.sports-reference.com/cfb/players/deon-cain-1.html,74,202,4.43,11.0,33.5,115.0,6.71,4.37,ACC,40,3,,,,,,,,,,,,,,,,,,,,,130,2040,15.7,20,1,-5,-5.0,0,131,2035,15.5,20,,,,,,,,,,,,,,,,,,2018
Antonio Callaway,WR,Florida,4,105,https://www.sports-reference.com/cfb/players/antonio-callaway-1.html,71,200,4.41,,34.0,121.0,,,SEC,26,2,,,,,,,,,,,,,,,,,,,,,89,1399,15.7,7,8,51,6.4,1,97,1450,14.9,8,,,,,,,,,,,,,,,,,,2018
Dylan Cantrell,WR,Texas Tech,6,191,https://www.sports-reference.com/cfb/players/dylan-cantrell-1.html,75,226,4.59,18.0,38.5,130.0,6.56,4.03,Big 12,40,4,,,,,,,,,,,,,,,,,,,,,158,1873,11.9,18,1,3,3.0,1,159,1876,11.8,19,,,,,,,,,,,,,,,,,,2018
Tanner Carew,LS,Oregon,0,0,https://www.sports-reference.com/cfb/players/tanner-carew-1.html,73,243,5.0,18.0,30.0,111.0,7.26,4.28,Pac-12,5,4,1,4,5,0.0,0.0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018
Daniel Carlson,K,Auburn,5,167,https://www.sports-reference.com/cfb/players/daniel-carlson-1.html,77,213,,,,,,,SEC,53,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198,100.0,92,114,80.7,474,41,1724,42.0,2018
Lorenzo Carter,EDGE,Georgia,3,66,https://www.sports-reference.com/cfb/players/lorenzo-carter-1.html,78,250,4.5,,36.0,130.0,,,SEC,48,4,83,83,166,21.5,14.0,0,0,0,1,6,,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018
Andre Chachere,CB,San Jose State,0,0,https://www.sports-reference.com/cfb/players/andre-chachere-1.html,72,200,4.49,13.0,38.0,123.0,6.78,4.07,MWC,38,4,93,29,122,4.5,1.0,7,169,0,26,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018
Sean Chandler,S,Temple,0,0,https://www.sports-reference.com/cfb/players/sean-chandler-2.html,72,190,4.65,16.0,34.5,119.0,,4.62,American,48,4,183,82,265,13.5,3.0,10,212,2,23,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018
D.J. Chark,WR,LSU,2,61,https://www.sports-reference.com/cfb/players/dj-chark-1.html,75,199,4.34,16.0,40.0,129.0,,,SEC,25,3,,,,,,,,,,,,,,,,,,,,,66,1351,20.5,6,25,264,10.6,4,91,1615,17.7,10,,,,,,,,,,,,,,,,,,2018
Geron Christian,OT,Louisville,3,74,https://www.sports-reference.com/cfb/players/geron-christian-1.html,77,298,5.33,19.0,,,,,ACC,3,3,3,1,4,0.0,0.0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018
Bradley Chubb,DE,North Carolina State,1,5,https://www.sports-reference.com/cfb/players/bradley-chubb-1.html,76,269,4.65,24.0,36.0,121.0,7.37,4.41,ACC,40,4,100,98,198,54.5,25.0,1,0,0,4,1,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018
Nick Chubb,RB,Georgia,2,35,https://www.sports-reference.com/cfb/players/nick-chubb-1.html,71,227,4.52,29.0,38.5,128.0,7.09,4.25,SEC,47,4,,,,,,,,,,,,,,,,,,,,,31,361,11.6,4,758,4769,6.3,44,789,5130,6.5,48,,,,,,,,,,,,,,,,,,2018
Jack Cichy,ILB,Wisconsin,6,202,https://www.sports-reference.com/cfb/players/jack-cichy-1.html,74,238,,18.0,,,,,Big Ten,20,3,78,43,121,15.0,6.5,0,0,0,6,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018
Will Clapp,C,LSU,7,245,https://www.sports-reference.com/cfb/players/william-clapp-1.html,76,311,5.39,25.0,29.0,97.0,8.04,4.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018
Simmie Cobbs,WR,Indiana,0,0,https://www.sports-reference.com/cfb/players/simmie-cobbs-1.html,75,220,4.64,11.0,30.0,113.0,6.7,4.32,Big Ten,30,3,,,,,,,,,,,,,,,,,,,,,139,1990,14.3,12,0,0,,1,139,1990,14.3,13,,,,,,,,,,,,,,,,,,2018
Mason Cole,C,Michigan,3,97,https://www.sports-reference.com/cfb/players/mason-cole-1.html,76,307,5.23,23.0,23.5,104.0,7.77,4.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018
Lavon Coleman,RB,Washington,0,0,https://www.sports-reference.com/cfb/players/lavon-coleman-1.html,71,215,4.65,23.0,33.0,120.0,,,Pac-12,46,4,,,,,,,,,,,,,,,,,,,,,31,252,8.1,3,374,2000,5.3,12,405,2252,5.6,15,,,,,,,,,,,,,,,,,,2018
Tyler Conklin,TE,Central Michigan,5,157,https://www.sports-reference.com/cfb/players/tyler-conklin-1.html,75,254,4.8,18.0,38.0,120.0,7.13,4.23,MAC,28,3,,,,,,,,,,,,,,,,,,,,,83,1159,14.0,11,0,0,,0,83,1159,14.0,11,,,,,,,,,,,,,,,,,,2018
Austin Corbett,OG,Nevada,2,33,https://www.sports-reference.com/cfb/players/austin-corbett-2.html,76,306,5.15,19.0,28.0,106.0,7.87,4.5,MWC,1,1,,,,,,,,,,,,,,,,,,,,,0,0,,0,1,-1,-1.0,0,1,-1,-1.0,0,,,,,,,,,,,,,,,,,,2018
Keke Coutee,WR,Texas Tech,4,103,https://www.sports-reference.com/cfb/players/keke-coutee-1.html,70,181,4.43,14.0,34.5,113.0,6.93,4.15,Big 12,30,3,,,,,,,,,,,,,,,,,,,,,159,2424,15.2,17,8,17,2.1,1,167,2441,14.6,18,,,,,,,,,,,,,,,,,,2018
Chris Covington,OLB,Indiana,6,193,https://www.sports-reference.com/cfb/players/chris-covington-1.html,74,245,4.78,23.0,,,,,Big Ten,27,4,70,48,118,15.0,5.0,0,0,0,5,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018
Justin Crawford,RB,West Virginia,0,0,https://www.sports-reference.com/cfb/players/justin-crawford-1.html,71,199,4.64,11.0,33.5,122.0,,,Big 12,25,2,,,,,,,,,,,,,,,,,,,,,22,106,4.8,1,354,2244,6.3,11,376,2350,6.3,12,,,,,,,,,,,,,,,,,,2018
Tyrell Crosby,OT,Oregon,5,153,https://www.sports-reference.com/cfb/players/tyrell-crosby-1.html,77,309,5.23,17.0,30.0,105.0,7.89,4.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018
Dane Cruikshank,S,Arizona,5,152,https://www.sports-reference.com/cfb/players/dane-cruikshank-1.html,73,206,4.41,25.0,38.5,121.0,6.89,4.24,Pac-12,25,2,108,26,134,6.0,1.0,5,68,0,12,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018
Trevor Daniel,P,Tennessee,0,0,https://www.sports-reference.com/cfb/players/trevor-daniel-1.html,73,230,4.98,23.0,32.5,119.0,,,SEC,38,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,200,9185,45.9,2018
James Daniels,C,Iowa,2,39,https://www.sports-reference.com/cfb/players/james-daniels-1.html,75,306,,21.0,30.5,108.0,7.29,4.4,Big Ten,1,1,1,0,1,0.0,0.0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018
Sam Darnold,QB,USC,1,3,https://www.sports-reference.com/cfb/players/sam-darnold-1.html,75,221,4.85,,26.5,105.0,6.96,4.4,Pac-12,27,2,,,,,,,,,,,,,,549,846,64.9,7229,57,22,153.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018
Marcus Davenport,DE,Texas-San Antonio,1,14,https://www.sports-reference.com/cfb/players/marcus-davenport-1.html,78,264,4.58,22.0,33.5,124.0,7.2,4.41,CUSA,43,4,95,90,185,37.5,21.5,0,0,0,8,2,,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018
Joseph Davidson,P,Bowling Green,0,0,https://www.sports-reference.com/cfb/players/joseph-davidson-1.html,79,232,,,,,,,MAC,38,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,175,7915,45.2,2018
Carlton Davis,CB,Auburn,2,63,https://www.sports-reference.com/cfb/players/carlton-davis-1.html,73,203,4.53,16.0,34.0,124.0,,,SEC,36,3,101,35,136,3.5,0.5,4,0,0,28,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018
Duke Dawson,CB,Florida,2,56,https://www.sports-reference.com/cfb/players/duke-dawson-1.html,70,208,4.46,15.0,,,,,SEC,32,4,56,25,81,6.5,0.0,6,127,3,17,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018
Dee Delaney,CB,Miami (FL),0,0,https://www.sports-reference.com/cfb/players/dee-delaney-1.html,73,194,4.46,13.0,32.5,120.0,6.95,4.25,ACC,8,1,24,15,39,1.5,0.0,1,4,0,1,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018
Matt Dickerson,DE,UCLA,0,0,https://www.sports-reference.com/cfb/players/matt-dickerson-1.html,76,292,5.06,26.0,31.0,,,,Pac-12,29,4,49,45,94,6.5,0.5,0,0,0,4,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018
Michael Dickson,P,Texas,5,149,https://www.sports-reference.com/cfb/players/michael-dickson-1.html,74,208,,,,,,,Big 12,37,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,226,10242,45.3,2018
Will Dissly,TE,Washington,4,120,https://www.sports-reference.com/cfb/players/will-dissly-1.html,76,262,4.87,15.0,28.0,111.0,7.07,4.4,Pac-12,24,4,,,,,,,,,,,,,,,,,,,,,25,336,13.4,3,0,0,,0,25,336,13.4,3,,,,,,,,,,,,,,,,,,2018
Garret Dooley,EDGE,Wisconsin,0,0,https://www.sports-reference.com/cfb/players/garret-dooley-1.html,75,248,4.8,21.0,33.0,121.0,,4.28,Big Ten,30,3,42,40,82,17.0,9.5,0,0,0,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018
Terrell Edmunds,S,Virginia Tech,1,28,https://www.sports-reference.com/cfb/players/terrell-edmunds-1.html,74,220,4.47,,41.5,134.0,,,ACC,35,3,101,95,196,8.5,1.5,6,98,0,14,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018
Tremaine Edmunds,LB,Virginia Tech,1,16,https://www.sports-reference.com/cfb/players/tremaine-edmunds-1.html,77,253,4.54,19.0,,117.0,,,ACC,32,3,112,101,213,33.0,10.0,1,9,0,5,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018
Duke Ejiofor,DE,Wake Forest,6,177,https://www.sports-reference.com/cfb/players/duke-ejiofor-1.html,76,264,,,,,,,ACC,38,4,80,53,133,43.5,24.0,1,1,0,6,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018
Deshon Elliott,S,Texas,6,190,https://www.sports-reference.com/cfb/players/deshon-elliott-1.html,74,205,4.58,15.0,36.0,121.0,,,Big 12,26,3,84,21,105,11.5,2.5,9,156,2,13,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018
Leighton Vander esch,ILB,Boise State,1,19,https://www.sports-reference.com/cfb/players/leighton-vander-esch-1.html,76,256,4.65,20.0,39.5,124.0,6.88,4.15,MWC,28,3,128,60,188,13.0,5.0,3,47,0,6,1,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018
Danny Etling,QB,LSU,7,219,https://www.sports-reference.com/cfb/players/danny-etling-1.html,74,222,4.76,,30.5,114.0,7.09,4.37,Big Ten,37,4,,,,,,,,,,,,,,325,544,59.7,4586,27,7,144.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018
Rashaan Evans,LB,Alabama,1,22,https://www.sports-reference.com/cfb/players/rashaan-evans-1.html,75,232,,,30.0,116.0,6.95,4.36,SEC,42,4,84,66,150,23.5,15.0,0,0,0,5,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018
Brandon Facyson,CB,Virginia Tech,0,0,https://www.sports-reference.com/cfb/players/brandon-facyson-1.html,74,197,4.53,16.0,,,,,ACC,51,5,91,40,131,9.0,0.0,5,0,0,39,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018
Luke Falk,QB,Washington State,6,199,https://www.sports-reference.com/cfb/players/luke-falk-1.html,76,215,,,26.5,103.0,,,Pac-12,42,4,,,,,,,,,,,,,,1403,2054,68.3,14481,119,39,142.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018
Rashard Fant,CB,Indiana,0,0,https://www.sports-reference.com/cfb/players/rashard-fant-1.html,70,175,,,,,,,Big Ten,49,4,118,14,132,5.5,0.5,5,68,1,53,3,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018
Riley Ferguson,QB,Memphis,0,0,https://www.sports-reference.com/cfb/players/riley-ferguson-1.html,75,212,4.98,,29.0,110.0,6.96,4.4,American,26,2,,,,,,,,,,,,,,579,917,63.1,7955,70,19,157.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018
Kylie Fitts,EDGE,Utah,6,181,https://www.sports-reference.com/cfb/players/kylie-fitts-1.html,76,263,4.69,31.0,32.5,117.0,6.88,4.19,Pac-12,22,4,36,31,67,13.0,11.5,0,0,0,11,0,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018
Minkah Fitzpatrick,DB,Alabama,1,11,https://www.sports-reference.com/cfb/players/minkah-fitzpatrick-1.html,73,201,4.46,14.0,33.0,121.0,,,SEC,42,3,110,61,171,16.5,5.0,9,274,4,24,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018
Quinton Flowers,QB,South Florida,0,0,https://www.sports-reference.com/cfb/players/quinton-flowers-1.html,70,214,4.63,,,112.0,6.81,4.57,American,43,4,,,,,,,,,,,,,,565,980,57.7,8124,71,23,146.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018
Dimitri Flowers,RB,Oklahoma,0,0,https://www.sports-reference.com/cfb/players/dmitri-flowers-1.html,74,248,4.83,17.0,30.5,109.0,7.45,4.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018
