Name,Position,College,Round,Pick,Stat URL,Height,Weight,40 Yard Dash,Bench Press,Vertical Jump,Broad Jump,3 Cone Drill,Shuttle,conf_abbr,games,seasons,tackles_solo,tackles_assists,tackles_total,tackles_loss,sacks,def_int,def_int_yds,def_int_td,pass_defended,fumbles_rec,fumbles_rec_yds,fumbles_rec_td,fumbles_forced,pass_cmp,pass_att,pass_cmp_pct,pass_yds,pass_td,pass_int,pass_rating,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,scrim_att,scrim_yds,scrim_yds_per_att,scrim_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_tdxpm,xpa,xp_pct,fgm,fga,fg_pct,kick_points,punt,punt_yds,punt_yds_per_punt,Year
I.K. Enemkpali,DE,Louisiana Tech,6,210,https://www.sports-reference.com/cfb/players/ik-enemkpali-1.html,73,261,4.86,28.0,34.0,112.0,7.67,4.65,WAC,36,3,71,77,148,32.0,17.5,2,22,0,2,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
Quincy Enunwa,WR,Nebraska,6,209,https://www.sports-reference.com/cfb/players/quincy-enunwa-1.html,74,225,4.41,19.0,,,,,Big 12,49,4,,,,,,,,,,,,,,,,,,,,,115,1526,13.3,15,3,-1,-0.3,0,118,1525,12.9,15,,,,,,,,,,,,,,,,,,2014
Mike Evans,WR,Texas A&M,1,7,https://www.sports-reference.com/cfb/players/mike-evans-4.html,77,231,4.53,12.0,37.0,,7.08,4.26,SEC,26,2,,,,,,,,,,,,,,,,,,,,,151,2499,16.5,17,0,0,,0,151,2499,16.5,17,,,,,,,,,,,,,,,,,,2014
Shaquelle Evans,WR,UCLA,4,115,https://www.sports-reference.com/cfb/players/shaquelle-evans-1.html,73,213,4.51,13.0,34.5,122.0,7.07,4.21,Ind,46,4,,,,,,,,,,,,,,,,,,,,,126,1895,15.0,14,2,6,3.0,0,128,1901,14.9,14,,,,,,,,,,,,,,,,,,2014
Antone Exum,CB,Virginia Tech,6,182,https://www.sports-reference.com/cfb/players/antone-exum-1.html,72,213,4.59,17.0,35.0,117.0,7.05,4.13,ACC,44,4,110,76,186,8.0,1.5,6,80,0,20,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
David Fales,QB,San Jose State,6,183,https://www.sports-reference.com/cfb/players/david-fales-1.html,74,212,4.99,,28.0,103.0,7.55,4.5,WAC,25,2,,,,,,,,,,,,,,639,938,68.1,8382,66,22,161.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
Anthony Fera,K,Texas,0,0,https://www.sports-reference.com/cfb/players/anthony-fera-1.html,73,211,4.85,,,,,,Big Ten,42,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,94.2,26,34,76.5,192,75,3053,40.7,2014
Ego Ferguson,DT,LSU,2,51,https://www.sports-reference.com/cfb/players/ego-ferguson-1.html,75,315,4.98,24.0,,,,,SEC,25,2,24,61,85,5.0,1.0,0,0,0,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
C.J. Fiedorowicz,TE,Iowa,3,65,https://www.sports-reference.com/cfb/players/cj-fiedorowicz-1.html,77,265,4.76,25.0,31.5,116.0,7.1,4.26,Big Ten,51,4,,,,,,,,,,,,,,,,,,,,,91,899,9.9,10,0,0,,0,91,899,9.9,10,,,,,,,,,,,,,,,,,,2014
Cameron Fleming,OT,Stanford,4,140,https://www.sports-reference.com/cfb/players/cameron-fleming-1.html,77,323,5.28,26.0,23.5,97.0,8.24,5.0,Pac-12,0,0,1,0,1,0.0,0.0,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
David Fluellen,RB,Toledo,0,0,https://www.sports-reference.com/cfb/players/david-fluellen-1.html,71,224,4.72,,36.5,120.0,6.9,,MAC,43,4,,,,,,,,,,,,,,,,,,,,,80,662,8.3,2,561,3336,5.9,28,641,3998,6.2,30,,,,,,,,,,,,,,,,,,2014
Dee Ford,DE,Auburn,1,23,https://www.sports-reference.com/cfb/players/dee-ford-1.html,74,252,,,,,,,SEC,41,4,60,33,93,27.5,20.5,1,3,0,2,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
Khairi Fortt,OLB,California,4,126,https://www.sports-reference.com/cfb/players/khairi-fortt-2.html,74,248,4.7,30.0,36.0,120.0,,,Big Ten,31,3,30,32,62,3.5,0.5,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
Bennie Fowler,WR,Michigan State,0,0,https://www.sports-reference.com/cfb/players/bennie-fowler-1.html,73,217,4.52,,36.0,126.0,7.06,4.18,Big Ten,43,4,,,,,,,,,,,,,,,,,,,,,93,1341,14.4,11,16,102,6.4,1,109,1443,13.2,12,,,,,,,,,,,,,,,,,,2014
Austin Franklin,WR,New Mexico State,0,0,https://www.sports-reference.com/cfb/players/austin-franklin-1.html,71,189,4.56,7.0,36.0,124.0,7.07,4.33,WAC,33,3,,,,,,,,,,,,,,,,,,,,,160,2439,15.2,19,28,130,4.6,0,188,2569,13.7,19,,,,,,,,,,,,,,,,,,2014
Devonta Freeman,RB,Florida State,4,103,https://www.sports-reference.com/cfb/players/devonta-freeman-1.html,68,206,4.58,,31.5,118.0,7.11,4.26,ACC,40,3,,,,,,,,,,,,,,,,,,,,,47,475,10.1,1,404,2255,5.6,30,451,2730,6.1,31,,,,,,,,,,,,,,,,,,2014
Kyle Fuller,CB,Virginia Tech,1,14,https://www.sports-reference.com/cfb/players/kyle-fuller-1.html,72,190,4.49,12.0,38.5,128.0,6.9,4.19,ACC,46,4,129,44,173,23.5,4.5,6,10,0,21,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
Zach Fulton,OG,Tennessee,6,193,https://www.sports-reference.com/cfb/players/zach-fulton-1.html,77,316,5.16,25.0,24.5,98.0,7.87,5.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
Tyler Gaffney,RB,Stanford,6,204,https://www.sports-reference.com/cfb/players/tyler-gaffney-1.html,71,220,4.49,,36.5,116.0,6.78,4.18,Pac-10,49,4,,,,,,,,,,,,,,,,,,,,,32,264,8.3,4,486,2500,5.1,33,518,2764,5.3,37,,,,,,,,,,,,,,,,,,2014
E.J. Gaines,CB,Missouri,6,188,https://www.sports-reference.com/cfb/players/ej-gaines-1.html,70,190,4.44,15.0,,,,,Big 12,50,4,183,61,244,14.0,0.0,8,71,0,20,1,13,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
Phillip Gaines,CB,Rice,3,87,https://www.sports-reference.com/cfb/players/phillip-gaines-1.html,72,193,4.38,11.0,36.5,122.0,6.62,4.04,CUSA,38,4,134,41,175,11.0,2.0,4,2,0,38,3,12,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
Jeremy Gallon,WR,Michigan,7,244,https://www.sports-reference.com/cfb/players/jeremy-gallon-1.html,67,185,4.49,15.0,,,,,Big Ten,51,4,,,,,,,,,,,,,,,,,,,,,173,2704,15.6,17,17,97,5.7,0,190,2801,14.7,17,,,,,,,,,,,,,,,,,,2014
James Gayle,DE,Virginia Tech,0,0,https://www.sports-reference.com/cfb/players/james-gayle-1.html,76,259,4.7,26.0,37.0,122.0,7.19,4.27,ACC,37,3,79,59,138,40.5,22.0,0,0,0,2,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
Jeremiah George,ILB,Iowa State,5,154,https://www.sports-reference.com/cfb/players/jeremiah-george-1.html,71,234,4.91,28.0,33.0,116.0,,,Big 12,34,3,137,88,225,16.0,3.5,2,11,0,9,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
Justin Gilbert,CB,Oklahoma State,1,8,https://www.sports-reference.com/cfb/players/justin-gilbert-1.html,72,202,4.37,20.0,35.5,126.0,6.92,,Big 12,51,4,153,29,182,3.5,0.0,12,180,2,18,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
Crockett Gillmore,TE,Colorado State,3,99,https://www.sports-reference.com/cfb/players/crockett-gillmore-1.html,78,260,4.89,,33.5,120.0,7.42,4.44,MWC,45,4,,,,,,,,,,,,,,,,,,,,,111,1308,11.8,8,0,0,,0,111,1308,11.8,8,,,,,,,,,,,,,,,,,,2014
Demetri Goodson,CB,Baylor,6,197,https://www.sports-reference.com/cfb/players/demetri-goodson-1.html,71,194,4.52,11.0,37.0,123.0,6.8,4.34,Big 12,19,3,38,5,43,2.0,0.0,4,77,0,13,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
Ryan Grant,WR,Tulane,5,142,https://www.sports-reference.com/cfb/players/ryan-grant-2.html,72,199,4.64,8.0,35.5,119.0,6.68,4.11,CUSA,47,5,,,,,,,,,,,,,,,,,,,,,196,2769,14.1,21,5,3,0.6,0,201,2772,13.8,21,,,,,,,,,,,,,,,,,,2014
Marion Grice,RB,Arizona State,6,201,https://www.sports-reference.com/cfb/players/marion-grice-1.html,72,208,4.67,,,,,,Pac-12,24,2,,,,,,,,,,,,,,,,,,,,,91,863,9.5,14,294,1675,5.7,25,385,2538,6.6,39,,,,,,,,,,,,,,,,,,2014
Xavier Grimble,TE,USC,0,0,https://www.sports-reference.com/cfb/players/xavier-grimble-1.html,76,257,4.76,,26.5,113.0,,,Pac-12,35,3,,,,,,,,,,,,,,,,,,,,,69,731,10.6,11,0,0,,0,69,731,10.6,11,,,,,,,,,,,,,,,,,,2014
Ryan Groy,OG,Wisconsin,0,0,https://www.sports-reference.com/cfb/players/ryan-groy-1.html,77,316,5.19,26.0,26.5,108.0,7.49,4.47,Big Ten,24,2,3,0,3,0.0,0.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
Ra'Shede Hageman,DT,Minnesota,2,37,https://www.sports-reference.com/cfb/players/rashede-hageman-1.html,78,310,4.92,32.0,35.5,114.0,7.87,4.5,Big Ten,33,3,57,34,91,24.0,10.0,1,7,0,10,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
Andre Hal,CB,Vanderbilt,7,216,https://www.sports-reference.com/cfb/players/andre-hal-1.html,70,188,4.5,15.0,35.5,119.0,7.14,4.27,SEC,50,4,96,37,133,11.5,0.0,6,129,0,17,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
Jon Halapio,OG,Florida,6,179,https://www.sports-reference.com/cfb/players/jon-halapio-1.html,75,323,5.34,,21.5,100.0,8.26,4.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
Victor Hampton,CB,South Carolina,0,0,https://www.sports-reference.com/cfb/players/victor-hampton-1.html,69,197,4.69,20.0,33.5,118.0,7.01,4.2,SEC,36,3,77,28,105,8.0,1.0,5,26,0,12,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
Jonotthan Harrison,C,Florida,0,0,https://www.sports-reference.com/cfb/players/jonotthan-harrison-1.html,75,304,5.15,27.0,27.0,113.0,7.97,4.86,SEC,0,0,1,0,1,0.0,0.0,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
Taylor Hart,DE,Oregon,5,141,https://www.sports-reference.com/cfb/players/taylor-hart-1.html,78,281,4.92,21.0,,,,,Pac-10,39,3,97,76,173,22.0,16.0,0,0,0,11,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
Seantrel Henderson,OT,Miami (FL),7,237,https://www.sports-reference.com/cfb/players/seantrel-henderson-1.html,79,331,5.04,,24.0,95.0,8.15,4.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
Robert Herron,WR,Wyoming,6,185,https://www.sports-reference.com/cfb/players/robert-herron-1.html,69,193,4.48,18.0,35.5,125.0,6.84,4.27,MWC,42,4,,,,,,,,,,,,,,,,,,,,,152,2025,13.3,20,54,310,5.7,0,206,2335,11.3,20,,,,,,,,,,,,,,,,,,2014
Ryan Hewitt,FB,Stanford,0,0,https://www.sports-reference.com/cfb/players/ryan-hewitt-1.html,76,246,4.87,,33.0,109.0,7.04,4.35,Pac-10,48,4,,,,,,,,,,,,,,,,,,,,,59,473,8.0,6,28,75,2.7,1,87,548,6.3,7,,,,,,,,,,,,,,,,,,2014
Jeremy Hill,RB,LSU,2,55,https://www.sports-reference.com/cfb/players/jeremy-hill-2.html,73,233,4.56,20.0,29.0,113.0,,,SEC,24,2,,,,,,,,,,,,,,,,,,,,,26,254,9.8,0,345,2156,6.2,28,371,2410,6.5,28,,,,,,,,,,,,,,,,,,2014
Anthony Hitchens,OLB,Iowa,4,119,https://www.sports-reference.com/cfb/players/anthony-hitchens-1.html,72,240,4.74,23.0,31.5,116.0,7.15,4.45,Big Ten,31,3,125,145,270,19.0,3.0,1,18,0,2,2,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
Zach Hocker,K,Arkansas,7,228,https://www.sports-reference.com/cfb/players/zach-hocker-1.html,72,189,4.9,,,,,,SEC,50,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173,98.8,61,79,77.2,354,0,0,,2014
Cody Hoffman,WR,BYU,0,0,https://www.sports-reference.com/cfb/players/cody-hoffman-1.html,76,223,4.65,13.0,27.5,108.0,6.89,4.2,MWC,50,4,,,,,,,,,,,,,,,,,,,,,260,3612,13.9,33,1,3,3.0,0,261,3615,13.9,33,,,,,,,,,,,,,,,,,,2014
Tom Hornsey,P,Memphis,0,0,https://www.sports-reference.com/cfb/players/tom-hornsey-1.html,75,221,5.05,,,,,,CUSA,48,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,297,12815,43.1,2014
Adrian Hubbard,OLB,Alabama,0,0,https://www.sports-reference.com/cfb/players/adrian-hubbard-1.html,78,257,4.69,,38.5,117.0,,,SEC,22,2,47,36,83,18.0,10.0,0,0,0,4,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
Josh Huff,WR,Oregon,3,86,https://www.sports-reference.com/cfb/players/josh-huff-1.html,71,206,4.51,14.0,35.5,116.0,,,Pac-10,49,4,,,,,,,,,,,,,,,,,,,,,144,2366,16.4,24,18,242,13.4,2,162,2608,16.1,26,,,,,,,,,,,,,,,,,,2014
Marqueston Huff,S,Wyoming,4,122,https://www.sports-reference.com/cfb/players/marqueston-huff-1.html,71,196,4.49,15.0,35.5,118.0,7.26,4.19,MWC,37,3,140,109,249,7.0,0.0,6,5,0,16,5,56,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
Allen Hurns,WR,Miami (FL),0,0,https://www.sports-reference.com/cfb/players/allen-hurns-1.html,73,198,4.55,14.0,31.0,120.0,7.23,4.5,ACC,46,4,,,,,,,,,,,,,,,,,,,,,121,1891,15.6,14,1,13,13.0,0,122,1904,15.6,14,,,,,,,,,,,,,,,,,,2014
James Hurst,OT,North Carolina,0,0,https://www.sports-reference.com/cfb/players/james-hurst-1.html,77,296,5.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
Carlos Hyde,RB,Ohio State,2,57,https://www.sports-reference.com/cfb/players/carlos-hyde-1.html,72,230,4.62,19.0,34.5,114.0,,,Big Ten,41,4,,,,,,,,,,,,,,,,,,,,,34,271,8.0,4,523,3198,6.1,37,557,3469,6.2,41,,,,,,,,,,,,,,,,,,2014
Kerry Hyder,DT,Texas Tech,0,0,https://www.sports-reference.com/cfb/players/kerry-hyder-1.html,74,290,5.1,20.0,29.5,108.0,7.23,4.33,Big 12,36,3,125,51,176,33.5,11.0,0,0,0,10,2,2,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
Louis Nix III,DT,Notre Dame,3,83,https://www.sports-reference.com/cfb/players/louis-nix-iii.html,74,331,5.32,,25.5,97.0,8.29,4.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
Gabe Ikard,C,Oklahoma,0,0,https://www.sports-reference.com/cfb/players/gabe-ikard-1.html,76,304,5.13,22.0,26.0,103.0,7.3,4.37,Big 12,13,1,1,0,1,0.0,0.0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
Andrew Jackson,ILB,Western Kentucky,6,203,https://www.sports-reference.com/cfb/players/andrew-jackson-3.html,73,254,4.9,,,,,,Sun Belt,20,2,152,143,295,37.5,6.5,1,18,0,2,1,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
Bennett Jackson,CB,Notre Dame,6,187,https://www.sports-reference.com/cfb/players/bennett-jackson-1.html,72,195,4.51,13.0,38.0,128.0,6.75,4.0,Ind,52,4,107,51,158,6.5,1.0,6,91,1,3,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
Gabe Jackson,OG,Mississippi State,3,81,https://www.sports-reference.com/cfb/players/gabe-jackson-1.html,75,336,5.34,30.0,29.0,108.0,8.25,4.78,SEC,27,3,3,3,6,0.0,0.0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
Ja'Wuan James,OT,Tennessee,1,19,https://www.sports-reference.com/cfb/players/jawuan-james-1.html,78,311,5.26,22.0,29.0,103.0,7.42,4.56,SEC,25,2,5,0,5,0.0,0.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
Stanley Jean-Baptiste,CB,Nebraska,2,58,https://www.sports-reference.com/cfb/players/stanley-jean-baptiste-1.html,75,218,4.61,13.0,41.5,128.0,,4.33,Big Ten,35,3,50,24,74,3.0,1.0,7,182,2,13,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
Jackson Jeffcoat,DE,Texas,0,0,https://www.sports-reference.com/cfb/players/jackson-jeffcoat-1.html,75,247,4.63,18.0,36.0,123.0,6.97,4.18,Big 12,34,3,101,71,172,50.0,26.0,1,8,0,9,4,0,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
Marcel Jensen,TE,Fresno State,0,0,https://www.sports-reference.com/cfb/players/marcel-jensen-1.html,78,259,4.85,24.0,35.0,115.0,7.38,4.6,WAC,34,3,,,,,,,,,,,,,,,,,,,,,48,708,14.8,8,0,0,,0,48,708,14.8,8,,,,,,,,,,,,,,,,,,2014
Timmy Jernigan,DT,Florida State,2,48,https://www.sports-reference.com/cfb/players/timmy-jernigan-1.html,74,299,5.06,27.0,29.5,102.0,,4.83,ACC,27,2,73,65,138,25.0,8.5,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
Anthony Johnson,DT,LSU,0,0,https://www.sports-reference.com/cfb/players/anthony-johnson-7.html,74,308,5.24,20.0,24.5,102.0,7.93,4.83,SEC,27,2,32,45,77,22.0,7.0,1,4,0,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
Dontae Johnson,CB,North Carolina State,4,129,https://www.sports-reference.com/cfb/players/dontae-johnson-1.html,74,200,4.41,12.0,38.5,124.0,6.82,4.24,ACC,38,3,130,70,200,9.0,4.0,3,21,0,15,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
Storm Johnson,RB,Central Florida,7,222,https://www.sports-reference.com/cfb/players/storm-johnson-1.html,72,209,4.6,16.0,35.5,118.0,,,ACC,36,3,,,,,,,,,,,,,,,,,,,,,40,280,7.0,3,326,1646,5.0,18,366,1926,5.3,21,,,,,,,,,,,,,,,,,,2014
Wesley Johnson,C,Vanderbilt,5,173,https://www.sports-reference.com/cfb/players/wesley-johnson-1.html,77,297,5.11,26.0,29.0,111.0,7.4,4.64,SEC,14,2,2,1,3,0.0,0.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
Christian Jones,OLB,Florida State,0,0,https://www.sports-reference.com/cfb/players/christian-jones-1.html,75,240,4.68,,33.5,115.0,,,ACC,40,3,124,99,223,24.0,8.0,1,15,0,7,4,19,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
DaQuan Jones,DT,Penn State,4,112,https://www.sports-reference.com/cfb/players/daquan-jones-1.html,76,322,5.35,25.0,27.5,101.0,7.73,4.78,Big Ten,24,2,45,41,86,13.5,3.5,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
T.J. Jones,WR,Notre Dame,6,189,https://www.sports-reference.com/cfb/players/tj-jones-2.html,72,188,4.46,,33.0,119.0,6.82,4.27,Ind,51,4,,,,,,,,,,,,,,,,,,,,,181,2429,13.4,19,10,75,7.5,2,191,2504,13.1,21,,,,,,,,,,,,,,,,,,2014
Henry Josey,RB,Missouri,0,0,https://www.sports-reference.com/cfb/players/henry-josey-1.html,68,194,4.43,20.0,34.5,118.0,7.07,4.13,Big 12,37,3,,,,,,,,,,,,,,,,,,,,,24,175,7.3,1,395,2771,7.0,30,419,2946,7.0,31,,,,,,,,,,,,,,,,,,2014
Lamarcus Joyner,CB,Florida State,2,41,https://www.sports-reference.com/cfb/players/lamarcus-joyner-1.html,68,184,4.55,14.0,37.5,124.0,7.26,4.4,ACC,55,4,128,69,197,10.5,6.5,8,80,0,10,0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
"Odell Beckham, Jr.",WR,LSU,1,12,https://www.sports-reference.com/cfb/players/odell-beckham-jr-1.html,71,198,4.38,7.0,38.5,122.0,6.69,3.94,SEC,40,3,,,,,,,,,,,,,,,,,,,,,143,2340,16.4,12,7,77,11.0,0,150,2417,16.1,12,,,,,,,,,,,,,,,,,,2014
"James Wilder, Jr.",RB,Florida State,0,0,https://www.sports-reference.com/cfb/players/james-wilder-jr-1.html,75,232,4.65,18.0,35.0,121.0,6.92,4.24,ACC,39,3,,,,,,,,,,,,,,,,,,,,,24,182,7.6,2,226,1363,6.0,20,250,1545,6.2,22,,,,,,,,,,,,,,,,,,2014
Devon Kennard,OLB,USC,5,174,https://www.sports-reference.com/cfb/players/devon-kennard-1.html,75,249,4.7,23.0,30.0,113.0,7.25,4.32,Pac-10,52,4,96,99,195,26.0,12.5,1,8,0,8,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
Christian Kirksey,OLB,Iowa,3,71,https://www.sports-reference.com/cfb/players/christian-kirksey-1.html,74,233,4.72,16.0,32.0,122.0,,,Big Ten,49,4,151,164,315,13.5,5.5,4,91,2,4,3,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
Cyrus Kouandjio,OT,Alabama,2,44,https://www.sports-reference.com/cfb/players/cyrus-kouandjio-1.html,79,322,5.59,21.0,27.5,96.0,7.71,4.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
Kenny Ladler,S,Vanderbilt,0,0,https://www.sports-reference.com/cfb/players/kenny-ladler-1.html,72,207,4.7,24.0,36.5,127.0,,,SEC,50,4,201,90,291,11.0,1.0,9,78,0,9,2,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
Jarvis Landry,WR,LSU,2,63,https://www.sports-reference.com/cfb/players/jarvis-landry-1.html,71,205,4.65,12.0,28.5,110.0,,,SEC,40,3,,,,,,,,,,,,,,,,,,,,,137,1809,13.2,15,0,0,,0,137,1809,13.2,15,,,,,,,,,,,,,,,,,,2014
Cody Latimer,WR,Indiana,2,56,https://www.sports-reference.com/cfb/players/cody-latimer-1.html,74,215,4.52,23.0,,,,,Big Ten,32,3,,,,,,,,,,,,,,,,,,,,,135,2042,15.1,17,2,3,1.5,0,137,2045,14.9,17,,,,,,,,,,,,,,,,,,2014
Demarcus Lawrence,DE,Boise State,2,34,https://www.sports-reference.com/cfb/players/demarcus-lawrence-1.html,75,251,4.8,20.0,34.5,113.0,7.46,4.31,MWC,23,2,63,57,120,34.0,20.0,1,8,0,1,0,25,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
Nevin Lawson,CB,Utah State,4,133,https://www.sports-reference.com/cfb/players/nevin-lawson-1.html,69,190,4.48,16.0,33.0,120.0,7.12,4.4,WAC,34,3,143,62,205,9.5,2.0,6,65,1,34,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
Marqise Lee,WR,USC,2,39,https://www.sports-reference.com/cfb/players/marqise-lee-1.html,72,192,4.52,,38.0,127.0,,4.01,Pac-12,36,3,,,,,,,,,,,,,,,,,,,,,248,3655,14.7,29,24,146,6.1,0,272,3801,14.0,29,,,,,,,,,,,,,,,,,,2014
Charles Leno,OG,Boise State,7,246,https://www.sports-reference.com/cfb/players/charles-leno-1.html,76,303,5.25,21.0,29.0,108.0,7.57,4.4,MWC,0,0,1,0,1,0.0,0.0,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
Richie Leone,P,Houston,0,0,https://www.sports-reference.com/cfb/players/richie-leone-1.html,75,211,5.1,,,,,,CUSA,51,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,100.0,11,17,64.7,65,219,9430,43.1,2014
Taylor Lewan,OT,Michigan,1,11,https://www.sports-reference.com/cfb/players/taylor-lewan-1.html,79,309,4.87,29.0,30.5,117.0,7.39,4.49,Big Ten,24,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
Isaiah Lewis,S,Michigan State,0,0,https://www.sports-reference.com/cfb/players/isaiah-lewis-1.html,70,211,4.6,15.0,36.5,122.0,7.05,4.47,Big Ten,52,4,110,117,227,5.0,0.0,8,158,2,12,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
Brandon Linder,OG,Miami (FL),3,93,https://www.sports-reference.com/cfb/players/brandon-linder-1.html,78,311,5.35,30.0,26.5,100.0,,,ACC,1,1,0,1,1,0.0,0.0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
Corey Linsley,C,Ohio State,5,161,https://www.sports-reference.com/cfb/players/corey-linsley-1.html,75,296,5.24,36.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
Boseko Lokombo,OLB,Oregon,0,0,https://www.sports-reference.com/cfb/players/boseko-lokombo-1.html,74,225,4.66,,,122.0,7.15,4.3,Pac-10,53,4,100,71,171,17.0,7.0,5,137,2,7,33,32,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
