Name,Position,College,Round,Pick,Stat URL,Height,Weight,40 Yard Dash,Bench Press,Vertical Jump,Broad Jump,3 Cone Drill,Shuttle,conf_abbr,games,seasons,tackles_solo,tackles_assists,tackles_total,tackles_loss,sacks,def_int,def_int_yds,def_int_td,pass_defended,fumbles_rec,fumbles_rec_yds,fumbles_rec_td,fumbles_forced,pass_cmp,pass_att,pass_cmp_pct,pass_yds,pass_td,pass_int,pass_rating,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,scrim_att,scrim_yds,scrim_yds_per_att,scrim_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_tdxpm,xpa,xp_pct,fgm,fga,fg_pct,kick_points,punt,punt_yds,punt_yds_per_punt,Year
Jamie Blatnick,DE,Oklahoma State,0,0,https://www.sports-reference.com/cfb/players/jamie-blatnick-1.html,75.0,263.0,4.81,28.0,32.5,112.0,7.22,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
Brandon Bolden,RB,Mississippi,0,0,https://www.sports-reference.com/cfb/players/brandon-bolden-1.html,71.0,222.0,4.55,21.0,38.0,119.0,6.96,4.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
Omar Bolden,CB,Arizona State,4,101,https://www.sports-reference.com/cfb/players/omar-bolden-1.html,70.0,202.0,4.51,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
Brandon Boykin,CB,Georgia,4,123,https://www.sports-reference.com/cfb/players/brandon-boykin-1.html,69.0,182.0,4.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
Jarrett Boykin,WR,Virginia Tech,0,0,https://www.sports-reference.com/cfb/players/jarrett-boykin-1.html,74.0,217.0,4.62,11.0,36.0,123.0,7.12,4.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
Nigel Bradham,OLB,Florida State,4,105,https://www.sports-reference.com/cfb/players/nigel-bradham-1.html,74.0,241.0,4.56,24.0,37.0,121.0,7.18,4.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
Andre Branch,DE,Clemson,2,38,https://www.sports-reference.com/cfb/players/andre-branch-1.html,76.0,259.0,4.67,19.0,32.5,120.0,7.19,4.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
LaVon Brazill,WR,Ohio,6,206,https://www.sports-reference.com/cfb/players/lavon-brazill-1.html,71.0,192.0,4.43,11.0,32.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
Michael Brockers,DT,LSU,1,14,https://www.sports-reference.com/cfb/players/michael-brockers-1.html,77.0,322.0,5.31,,26.5,105.0,7.46,4.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
Ron Brooks,CB,LSU,4,124,https://www.sports-reference.com/cfb/players/ron-brooks-1.html,70.0,190.0,4.37,12.0,38.0,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
Charles Brown,CB,North Carolina,0,0,https://www.sports-reference.com/cfb/players/charles-brown-1.html,69.0,202.0,4.53,18.0,35.5,114.0,6.94,4.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
James Brown,OG,Troy,0,0,https://www.sports-reference.com/cfb/players/james-brown-1.html,75.0,306.0,5.19,24.0,25.5,102.0,7.7,4.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
Zach Brown,OLB,North Carolina,2,52,https://www.sports-reference.com/cfb/players/zach-brown-2.html,73.0,244.0,4.44,,33.5,116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
Ryan Broyles,WR,Oklahoma,2,54,https://www.sports-reference.com/cfb/players/ryan-broyles-1.html,70.0,192.0,4.57,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
Randy Bullock,K,Texas A&M,5,161,https://www.sports-reference.com/cfb/players/randy-bullock-1.html,69.0,205.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
Vontaze Burfict,ILB,Arizona State,0,0,https://www.sports-reference.com/cfb/players/vontaze-burfict-1.html,73.0,248.0,5.0,,30.0,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
Miles Burris,OLB,San Diego State,4,129,https://www.sports-reference.com/cfb/players/miles-burris-1.html,74.0,246.0,4.67,31.0,37.5,121.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
Drew Butler,P,Georgia,0,0,https://www.sports-reference.com/cfb/players/drew-butler-1.html,73.0,203.0,5.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
Tank Carder,ILB,TCU,5,147,https://www.sports-reference.com/cfb/players/tank-carder-1.html,74.0,236.0,4.58,19.0,34.5,121.0,6.89,4.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
Sean Cattouse,S,California,0,0,https://www.sports-reference.com/cfb/players/sean-cattouse-1.html,74.0,211.0,4.74,,34.0,114.0,6.99,4.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
Josh Chapman,DT,Alabama,5,136,https://www.sports-reference.com/cfb/players/josh-chapman-1.html,73.0,316.0,5.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
Orson Charles,TE,Georgia,4,116,https://www.sports-reference.com/cfb/players/orson-charles-1.html,74.0,251.0,4.73,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
Greg Childs,WR,Arkansas,4,134,https://www.sports-reference.com/cfb/players/greg-childs-1.html,75.0,219.0,4.52,19.0,36.5,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
Morris Claiborne,CB,LSU,1,6,https://www.sports-reference.com/cfb/players/morris-claiborne-1.html,71.0,188.0,4.5,,34.5,118.0,7.01,4.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
Danny Coale,WR,Virginia Tech,5,152,https://www.sports-reference.com/cfb/players/danny-coale-1.html,72.0,201.0,4.42,12.0,35.0,115.0,6.69,4.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
Audie Cole,ILB,North Carolina State,7,210,https://www.sports-reference.com/cfb/players/audie-cole-1.html,76.0,246.0,4.76,15.0,35.0,114.0,6.96,4.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
Josh Cooper,WR,Oklahoma State,0,0,https://www.sports-reference.com/cfb/players/josh-cooper-2.html,71.0,190.0,4.65,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
Quinton Coples,DE,North Carolina,1,16,https://www.sports-reference.com/cfb/players/quinton-coples-1.html,78.0,284.0,4.69,25.0,31.5,109.0,7.57,4.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
Kirk Cousins,QB,Michigan State,4,102,https://www.sports-reference.com/cfb/players/kirk-cousins-1.html,75.0,214.0,4.84,,28.5,109.0,7.05,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
Fletcher Cox,DT,Mississippi State,1,12,https://www.sports-reference.com/cfb/players/fletcher-cox-1.html,76.0,298.0,4.77,30.0,26.0,103.0,7.07,4.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
Jack Crawford,DE,Penn State,5,158,https://www.sports-reference.com/cfb/players/jack-crawford-1.html,77.0,274.0,4.74,,33.0,116.0,7.15,4.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
Tyrone Crawford,DE,Boise State,3,81,https://www.sports-reference.com/cfb/players/tyrone-crawford-1.html,76.0,275.0,4.82,28.0,33.0,113.0,7.09,4.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
Lennon Creer,RB,Louisiana Tech,0,0,https://www.sports-reference.com/cfb/players/lennon-creer-1.html,71.0,219.0,4.67,21.0,33.5,110.0,7.26,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
Jared Crick,DE,Nebraska,4,126,https://www.sports-reference.com/cfb/players/jared-crick-1.html,76.0,279.0,4.91,,31.0,104.0,7.47,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
Juron Criner,WR,Arizona,5,168,https://www.sports-reference.com/cfb/players/juron-criner-1.html,74.0,224.0,4.66,17.0,38.0,117.0,7.15,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
John Cullen,OT,Utah,0,0,https://www.sports-reference.com/cfb/players/john-cullen-1.html,76.0,297.0,5.28,23.0,27.0,102.0,7.58,4.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
B.J. Cunningham,WR,Michigan State,6,183,https://www.sports-reference.com/cfb/players/bj-cunningham-1.html,73.0,211.0,4.52,12.0,31.5,116.0,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
Vinny Curry,DE,Marshall,2,59,https://www.sports-reference.com/cfb/players/vinny-curry-1.html,75.0,266.0,4.87,,32.0,110.0,6.9,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
Mike Daniels,DT,Iowa,4,132,https://www.sports-reference.com/cfb/players/mike-daniels-2.html,72.0,291.0,4.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
Andrew Datko,OT,Florida State,7,241,https://www.sports-reference.com/cfb/players/andrew-datko-1.html,78.0,315.0,5.19,,29.5,100.0,7.71,4.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
Lavonte David,OLB,Nebraska,2,58,https://www.sports-reference.com/cfb/players/lavonte-david-1.html,73.0,233.0,4.57,19.0,36.5,119.0,7.28,4.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
Austin Davis,QB,Southern Miss,0,0,https://www.sports-reference.com/cfb/players/austin-davis-1.html,74.0,219.0,4.69,,31.0,109.0,6.73,4.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
Demario Davis,OLB,Arkansas State,3,77,https://www.sports-reference.com/cfb/players/demario-davis-1.html,74.0,235.0,4.49,32.0,38.5,124.0,7.19,4.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
David DeCastro,OG,Stanford,1,24,https://www.sports-reference.com/cfb/players/david-decastro-1.html,77.0,316.0,5.32,34.0,29.5,98.0,7.3,4.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
Alfonzo Dennard,CB,Nebraska,7,224,https://www.sports-reference.com/cfb/players/alfonzo-dennard-1.html,70.0,204.0,4.48,,37.0,121.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
Derek Dimke,K,Illinois,0,0,https://www.sports-reference.com/cfb/players/derek-dimke-1.html,71.0,178.0,5.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
Drake Dunsmore,FB,Northwestern,7,233,https://www.sports-reference.com/cfb/players/drake-dunsmore-1.html,74.0,241.0,4.63,21.0,35.5,117.0,6.73,4.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
Patrick Edwards,WR,Houston,0,0,https://www.sports-reference.com/cfb/players/patrick-edwards-1.html,69.0,172.0,4.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
Michael Egnew,TE,Missouri,3,78,https://www.sports-reference.com/cfb/players/michael-egnew-1.html,77.0,252.0,4.52,21.0,36.0,131.0,7.03,4.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
Rhett Ellison,TE,USC,4,128,https://www.sports-reference.com/cfb/players/rhett-ellison-1.html,77.0,251.0,4.78,,31.5,109.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
Bradie Ewing,FB,Wisconsin,5,157,https://www.sports-reference.com/cfb/players/bradie-ewing-1.html,72.0,239.0,4.73,14.0,36.5,120.0,7.14,4.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
Antonio Fenelus,CB,Wisconsin,0,0,https://www.sports-reference.com/cfb/players/antonio-fenelus-1.html,68.0,190.0,4.57,20.0,32.0,109.0,6.8,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
Coby Fleener,TE,Stanford,2,34,https://www.sports-reference.com/cfb/players/coby-fleener-1.html,78.0,247.0,4.51,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
