Name,Position,College,Round,Pick,Stat URL,Height,Weight,40 Yard Dash,Bench Press,Vertical Jump,Broad Jump,3 Cone Drill,Shuttle,conf_abbr,games,seasons,tackles_solo,tackles_assists,tackles_total,tackles_loss,sacks,def_int,def_int_yds,def_int_td,pass_defended,fumbles_rec,fumbles_rec_yds,fumbles_rec_td,fumbles_forced,pass_cmp,pass_att,pass_cmp_pct,pass_yds,pass_td,pass_int,pass_rating,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,scrim_att,scrim_yds,scrim_yds_per_att,scrim_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_tdxpm,xpa,xp_pct,fgm,fga,fg_pct,kick_points,punt,punt_yds,punt_yds_per_punt,Year
Vic Beasley,OLB,Clemson,1,8,https://www.sports-reference.com/cfb/players/vic-beasley-1.html,75,246,4.53,35.0,41.0,130.0,6.91,4.15,ACC,32,3,67,16,83,48.0,30.0,0,0,0,7,2,16,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015
Blake Bell,TE,Oklahoma,4,117,https://www.sports-reference.com/cfb/players/blake-bell-1.html,78,252,4.8,14.0,33.0,116.0,6.85,4.32,Big 12,40,4,,,,,,,,,,,,,,150,253,59.3,1763,12,6,128.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015
Kenny Bell,WR,Nebraska,5,162,https://www.sports-reference.com/cfb/players/kenny-bell-2.html,73,197,4.42,7.0,41.5,129.0,6.66,4.15,Big Ten,53,4,,,,,,,,,,,,,,,,,,,,,181,2689,14.9,21,6,109,18.2,1,187,2798,15.0,22,,,,,,,,,,,,,,,,,,2015
Mike Bennett,DT,Ohio State,6,180,https://www.sports-reference.com/cfb/players/michael-bennett-5.html,74,293,5.04,,,,,,Big Ten,41,3,61,49,110,31.5,18.0,0,0,0,4,2,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015
E.J. Bibbs,TE,Iowa State,0,0,https://www.sports-reference.com/cfb/players/ej-bibbs-1.html,74,258,4.88,20.0,,,,,Big 12,22,2,,,,,,,,,,,,,,,,,,,,,84,844,10.0,10,0,0,,0,84,844,10.0,10,,,,,,,,,,,,,,,,,,2015
Angelo Blackson,DT,Auburn,4,100,https://www.sports-reference.com/cfb/players/angelo-blackson-1.html,76,318,5.02,20.0,31.0,101.0,7.5,4.57,SEC,35,3,32,33,65,17.0,4.5,0,0,0,2,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015
Al Bond,OG,Memphis,0,0,https://www.sports-reference.com/cfb/players/al-bond-1.html,76,303,5.57,22.0,23.5,90.0,7.9,4.65,American,1,1,1,0,1,0.0,0.0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015
Detrick Bonner,S,Virginia Tech,0,0,https://www.sports-reference.com/cfb/players/detrick-bonner-1.html,72,207,4.56,15.0,,,,,ACC,52,4,132,74,206,14.5,4.0,5,111,1,14,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015
Anthony Boone,QB,Duke,0,0,https://www.sports-reference.com/cfb/players/anthony-boone-1.html,72,231,5.03,,26.5,100.0,7.47,4.62,ACC,46,4,,,,,,,,,,,,,,540,923,58.5,5789,38,24,119.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015
Brett Boyko,OG,UNLV,0,0,https://www.sports-reference.com/cfb/players/brett-boyko-1.html,79,301,5.6,,25.0,103.0,7.91,4.75,MWC,1,1,1,0,1,0.0,0.0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015
Brandon Bridge,QB,South Alabama,0,0,https://www.sports-reference.com/cfb/players/brandon-bridge-1.html,76,229,4.72,,33.0,110.0,7.18,4.37,Sun Belt,20,2,,,,,,,,,,,,,,189,373,50.7,2325,16,10,111.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015
Kyle Brindza,K,Notre Dame,0,0,https://www.sports-reference.com/cfb/players/kyle-brindza-1.html,73,236,5.17,14.0,,,,,Ind,52,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,98.3,57,81,70.4,288,94,3884,41.3,2015
Da'Ron Brown,WR,Northern Illinois,7,233,https://www.sports-reference.com/cfb/players/daron-brown-1.html,72,205,4.54,17.0,37.0,120.0,7.04,4.11,MAC,54,4,,,,,,,,,,,,,,,,,,,,,155,2295,14.8,19,22,160,7.3,2,177,2455,13.9,21,,,,,,,,,,,,,,,,,,2015
Dominique Brown,RB,Louisville,0,0,https://www.sports-reference.com/cfb/players/dominique-brown-1.html,74,234,4.63,17.0,,,,,Big East,43,4,,,,,,,,,,,,,,,,,,,,,50,443,8.9,2,419,1795,4.3,16,469,2238,4.8,18,,,,,,,,,,,,,,,,,,2015
Jamon Brown,OT,Louisville,3,72,https://www.sports-reference.com/cfb/players/jamon-brown-1.html,76,323,5.08,,,,,,Big East,0,0,0,1,1,0.0,0.0,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015
Malcom Brown,DT,Texas,1,32,https://www.sports-reference.com/cfb/players/malcom-brown-1.html,74,319,5.05,26.0,29.5,98.0,7.84,4.59,Big 12,4,2,17,24,41,5.0,1.0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015
Malcolm Brown,RB,Texas,0,0,https://www.sports-reference.com/cfb/players/malcolm-brown-2.html,71,224,4.62,19.0,34.5,117.0,6.86,4.15,Big 12,44,4,,,,,,,,,,,,,,,,,,,,,51,382,7.5,3,630,2678,4.3,24,681,3060,4.5,27,,,,,,,,,,,,,,,,,,2015
Trenton Brown,OG,Florida,7,244,https://www.sports-reference.com/cfb/players/trenton-brown-1.html,80,355,5.21,20.0,23.5,97.0,8.23,4.78,SEC,2,2,2,0,2,0.0,0.0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015
Michael Burton,FB,Rutgers,5,168,https://www.sports-reference.com/cfb/players/michael-burton-1.html,71,242,4.65,25.0,33.0,115.0,7.2,4.34,Big East,39,4,,,,,,,,,,,,,,,,,,,,,47,401,8.5,3,22,116,5.3,0,69,517,7.5,3,,,,,,,,,,,,,,,,,,2015
Ibraheim Campbell,S,Northwestern,4,115,https://www.sports-reference.com/cfb/players/ibraheim-campbell-1.html,71,208,4.52,23.0,,,,,Big Ten,46,4,193,124,317,7.5,1.0,10,184,0,12,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015
A.J. Cann,OG,South Carolina,3,67,https://www.sports-reference.com/cfb/players/aj-cann-1.html,75,313,5.47,26.0,,,,,SEC,1,1,2,0,2,0.0,0.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015
Shane Carden,QB,East Carolina,0,0,https://www.sports-reference.com/cfb/players/shane-carden-1.html,74,218,4.94,,29.5,104.0,7.17,4.45,CUSA,39,3,,,,,,,,,,,,,,1052,1579,66.6,11991,86,30,144.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015
Joe Cardona,LS,Navy,5,166,https://www.sports-reference.com/cfb/players/joe-cardona-1.html,74,242,4.91,30.0,33.0,,,,Ind,17,3,6,1,7,0.0,0.0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015
Alex Carter,CB,Stanford,3,80,https://www.sports-reference.com/cfb/players/alex-carter-1.html,72,196,4.51,17.0,40.0,121.0,7.05,4.07,Pac-12,40,3,104,39,143,4.0,0.0,2,0,0,16,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015
B.J. Catalon,RB,TCU,0,0,https://www.sports-reference.com/cfb/players/bj-catalon-1.html,67,186,4.57,,36.0,114.0,6.9,4.15,Big 12,32,3,,,,,,,,,,,,,,,,,,,,,48,393,8.2,2,328,1644,5.0,16,376,2037,5.4,18,,,,,,,,,,,,,,,,,,2015
Donald Celiscar,CB,West. Michigan,0,0,https://www.sports-reference.com/cfb/players/donald-celiscar-1.html,71,194,4.62,,,120.0,,,MAC,49,4,171,75,246,5.5,1.0,10,-25,0,31,3,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015
Anthony Chickillo,DE,Miami (FL),6,212,https://www.sports-reference.com/cfb/players/anthony-chickillo-1.html,75,267,4.79,27.0,34.5,114.0,7.17,4.25,ACC,37,3,87,84,171,24.0,14.5,0,0,0,6,4,7,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015
Gerald Christian,TE,Louisville,7,256,https://www.sports-reference.com/cfb/players/gerald-christian-1.html,75,244,4.87,28.0,,,7.62,4.7,SEC,32,3,,,,,,,,,,,,,,,,,,,,,60,810,13.5,9,0,0,,0,60,810,13.5,9,,,,,,,,,,,,,,,,,,2015
Kyle Christy,P,Florida,0,0,https://www.sports-reference.com/cfb/players/kyle-christy-1.html,74,202,4.93,,,,,,SEC,37,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,181,7914,43.7,2015
Frank Clark,DE,Michigan,2,63,https://www.sports-reference.com/cfb/players/frank-clark-1.html,75,271,4.79,19.0,38.5,118.0,7.08,4.05,Big Ten,34,3,66,48,114,35.0,11.0,1,7,0,6,3,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015
Kaelin Clay,WR,Utah,6,184,https://www.sports-reference.com/cfb/players/kaelin-clay-1.html,70,195,4.51,10.0,33.0,113.0,6.97,4.26,Pac-12,13,1,,,,,,,,,,,,,,,,,,,,,43,523,12.2,4,4,4,1.0,0,47,527,11.2,4,,,,,,,,,,,,,,,,,,2015
Cameron Clear,OT,Texas A&M,0,0,https://www.sports-reference.com/cfb/players/cameron-clear-2.html,77,277,4.98,,32.0,108.0,7.52,4.48,SEC,7,2,,,,,,,,,,,,,,,,,,,,,9,76,8.4,1,0,0,,0,9,76,8.4,1,,,,,,,,,,,,,,,,,,2015
T.J. Clemmings,OT,Pittsburgh,4,110,https://www.sports-reference.com/cfb/players/tj-clemmings-1.html,77,309,5.14,22.0,32.5,111.0,7.68,4.54,Big East,7,1,15,8,23,2.0,0.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015
Sammie Coates,WR,Auburn,3,87,https://www.sports-reference.com/cfb/players/sammie-coates-1.html,73,212,4.43,23.0,41.0,131.0,6.98,4.06,SEC,37,3,,,,,,,,,,,,,,,,,,,,,82,1757,21.4,13,0,0,,0,82,1757,21.4,13,,,,,,,,,,,,,,,,,,2015
David Cobb,RB,Minnesota,5,138,https://www.sports-reference.com/cfb/players/david-cobb-1.html,71,229,4.81,17.0,38.5,121.0,,,Big Ten,35,4,,,,,,,,,,,,,,,,,,,,,34,339,10.0,0,563,2896,5.1,20,597,3235,5.4,20,,,,,,,,,,,,,,,,,,2015
Justin Coleman,CB,Tennessee,0,0,https://www.sports-reference.com/cfb/players/justin-coleman-2.html,71,185,4.53,20.0,37.5,124.0,6.61,3.98,SEC,35,3,112,45,157,8.5,0.0,5,106,1,17,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015
Tevin Coleman,RB,Indiana,3,73,https://www.sports-reference.com/cfb/players/tevin-coleman-1.html,71,206,4.4,22.0,,,,,Big Ten,33,3,,,,,,,,,,,,,,,,,,,,,54,383,7.1,0,452,3219,7.1,28,506,3602,7.1,28,,,,,,,,,,,,,,,,,,2015
Jalen Collins,CB,LSU,2,42,https://www.sports-reference.com/cfb/players/jalen-collins-1.html,73,203,4.48,,36.0,124.0,6.77,4.27,SEC,32,3,58,32,90,3.0,0.0,3,13,0,11,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015
Landon Collins,S,Alabama,2,33,https://www.sports-reference.com/cfb/players/landon-collins-1.html,72,228,4.53,,35.0,120.0,7.38,4.33,SEC,41,3,122,62,184,8.5,0.0,5,103,1,13,4,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015
La'el Collins,OT,LSU,0,0,https://www.sports-reference.com/cfb/players/lael-collins-1.html,76,305,5.1,21.0,27.0,108.0,7.7,4.63,SEC,0,0,1,0,1,0.0,0.0,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015
Chris Conley,WR,Georgia,3,76,https://www.sports-reference.com/cfb/players/chris-conley-1.html,74,213,4.35,18.0,45.0,139.0,7.06,4.3,SEC,49,4,,,,,,,,,,,,,,,,,,,,,117,1938,16.6,20,0,0,,0,117,1938,16.6,20,,,,,,,,,,,,,,,,,,2015
Amari Cooper,WR,Alabama,1,4,https://www.sports-reference.com/cfb/players/amari-cooper-1.html,73,211,4.42,,33.0,120.0,6.71,3.98,SEC,39,3,,,,,,,,,,,,,,,,,,,,,228,3463,15.2,31,6,51,8.5,0,234,3514,15.0,31,,,,,,,,,,,,,,,,,,2015
Xavier Cooper,DT,Washington State,3,96,https://www.sports-reference.com/cfb/players/xavier-cooper-1.html,75,293,4.86,29.0,29.0,110.0,7.23,4.37,Pac-12,25,2,70,52,122,32.5,13.0,0,0,0,1,2,29,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015
Christian Covington,DT,Rice,6,216,https://www.sports-reference.com/cfb/players/christian-covington-1.html,74,289,4.9,,,,,,CUSA,20,2,78,44,122,23.0,11.5,0,0,0,4,2,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015
Justin Cox,CB,Mississippi State,0,0,https://www.sports-reference.com/cfb/players/justin-cox-1.html,73,191,4.36,15.0,38.0,129.0,7.05,4.07,SEC,20,2,38,14,52,1.0,0.0,2,0,0,7,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015
Corey Crawford,DE,Clemson,0,0,https://www.sports-reference.com/cfb/players/corey-crawford-1.html,77,299,5.01,,33.0,110.0,7.64,4.65,ACC,37,3,64,59,123,25.5,5.5,1,18,0,8,2,16,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015
Jamison Crowder,WR,Duke,4,105,https://www.sports-reference.com/cfb/players/jamison-crowder-1.html,68,185,4.56,10.0,37.0,115.0,7.17,4.32,ACC,52,4,,,,,,,,,,,,,,,,,,,,,283,3641,12.9,23,21,135,6.4,1,304,3776,12.4,24,,,,,,,,,,,,,,,,,,2015
Ronald Darby,CB,Florida State,2,50,https://www.sports-reference.com/cfb/players/ronald-darby-1.html,71,193,4.38,12.0,41.5,129.0,6.94,4.14,ACC,21,2,57,21,78,0.5,0.0,2,16,0,16,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015
Devante Davis,WR,UNLV,0,0,https://www.sports-reference.com/cfb/players/devante-davis-1.html,75,220,4.57,16.0,35.5,115.0,7.25,4.12,MWC,45,4,,,,,,,,,,,,,,,,,,,,,186,2785,15.0,22,0,0,,0,186,2785,15.0,22,,,,,,,,,,,,,,,,,,2015
Aaron Davis,OLB,Colorado State,0,0,https://www.sports-reference.com/cfb/players/aaron-davis-4.html,72,225,4.95,16.0,29.0,107.0,7.38,4.37,MWC,38,3,184,161,345,18.5,0.0,1,0,0,9,1,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015
Carl Davis,DT,Iowa,3,90,https://www.sports-reference.com/cfb/players/carl-davis-3.html,77,320,5.07,,33.0,103.0,7.91,4.47,Big Ten,32,3,31,63,94,15.0,3.5,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015
Geremy Davis,WR,Connecticut,6,186,https://www.sports-reference.com/cfb/players/geremy-davis-1.html,74,216,4.49,23.0,36.5,124.0,6.86,4.18,Big East,46,4,,,,,,,,,,,,,,,,,,,,,165,2292,13.9,7,0,0,,0,165,2292,13.9,7,,,,,,,,,,,,,,,,,,2015
Mike Davis,RB,South Carolina,4,126,https://www.sports-reference.com/cfb/players/mike-davis-9.html,69,217,4.61,17.0,34.0,116.0,7.0,4.18,SEC,37,3,,,,,,,,,,,,,,,,,,,,,70,755,10.8,2,454,2440,5.4,22,524,3195,6.1,24,,,,,,,,,,,,,,,,,,2015
Titus Davis,WR,Central Michigan,0,0,https://www.sports-reference.com/cfb/players/titus-davis-1.html,73,196,4.51,,32.5,119.0,7.14,4.28,MAC,45,4,,,,,,,,,,,,,,,,,,,,,204,3700,18.1,37,15,113,7.5,0,219,3813,17.4,37,,,,,,,,,,,,,,,,,,2015
Tyeler Davison,DT,Fresno State,5,154,https://www.sports-reference.com/cfb/players/tyeler-davison-1.html,74,316,5.18,32.0,33.0,105.0,7.53,4.46,WAC,38,3,92,64,156,25.0,13.5,0,0,0,3,2,9,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015
Paul Dawson,ILB,TCU,3,99,https://www.sports-reference.com/cfb/players/paul-dawson-1.html,72,235,4.93,21.0,28.0,109.0,,4.49,Big 12,24,2,136,105,241,31.0,6.5,5,65,1,8,3,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015
Trey DePriest,ILB,Alabama,0,0,https://www.sports-reference.com/cfb/players/trey-depriest-1.html,72,254,4.93,,,,,,SEC,38,3,114,118,232,18.0,2.0,1,0,0,5,2,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015
Xzavier Dickson,OLB,Alabama,7,253,https://www.sports-reference.com/cfb/players/xzavier-dickson-1.html,75,260,4.74,19.0,29.5,100.0,7.56,4.53,SEC,44,4,52,39,91,21.0,14.0,0,0,0,2,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015
Quandre Diggs,CB,Texas,6,200,https://www.sports-reference.com/cfb/players/quandre-diggs-1.html,69,196,4.56,17.0,35.5,113.0,7.22,4.15,Big 12,52,4,154,66,220,14.0,5.5,11,28,0,27,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015
Stefon Diggs,WR,Maryland,5,146,https://www.sports-reference.com/cfb/players/stefon-diggs-1.html,72,195,4.46,,35.0,115.0,7.03,4.32,ACC,28,3,,,,,,,,,,,,,,,,,,,,,150,2227,14.8,14,32,187,5.8,0,182,2414,13.3,14,,,,,,,,,,,,,,,,,,2015
Reese Dismukes,C,Auburn,0,0,https://www.sports-reference.com/cfb/players/reese-dismukes-1.html,75,296,5.31,23.0,27.5,107.0,8.14,4.7,SEC,1,1,1,0,1,0.0,0.0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015
Andrew Donnal,OT,Iowa,4,119,https://www.sports-reference.com/cfb/players/andrew-donnal-1.html,78,313,5.31,17.0,32.0,101.0,7.84,4.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015
Phillip Dorsett,WR,Miami (FL),1,29,https://www.sports-reference.com/cfb/players/phillip-dorsett-1.html,70,185,4.33,13.0,37.0,122.0,6.7,4.11,ACC,43,4,,,,,,,,,,,,,,,,,,,,,121,2132,17.6,17,7,2,0.3,0,128,2134,16.7,17,,,,,,,,,,,,,,,,,,2015
Lorenzo Doss,CB,Tulane,5,164,https://www.sports-reference.com/cfb/players/lorenzo-doss-1.html,70,182,4.5,9.0,33.5,115.0,7.2,4.26,CUSA,37,3,94,32,126,6.5,1.0,15,271,2,17,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015
Jamil Douglas,OG,Arizona State,4,114,https://www.sports-reference.com/cfb/players/jamil-douglas-1.html,76,304,5.25,28.0,29.0,99.0,7.99,4.75,Pac-12,1,1,2,0,2,0.0,0.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015
Kurtis Drummond,S,Michigan State,0,0,https://www.sports-reference.com/cfb/players/kurtis-drummond-1.html,73,208,4.65,,39.5,119.0,7.09,4.33,Big Ten,52,4,141,92,233,14.0,1.0,12,148,1,17,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015
B.J. Dubose,DE,Louisville,6,193,https://www.sports-reference.com/cfb/players/bj-dubose-1.html,76,284,5.06,26.0,,,,,Big East,20,2,31,41,72,13.0,6.0,0,0,0,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015
Alvin Dupree,DE,Kentucky,1,22,https://www.sports-reference.com/cfb/players/alvin-dupree-1.html,76,269,4.56,,42.0,138.0,,,SEC,35,3,146,101,247,39.5,25.5,1,6,1,5,1,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015
Michael Dyer,RB,Louisville,0,0,https://www.sports-reference.com/cfb/players/michael-dyer-1.html,68,218,4.58,26.0,34.0,120.0,,,SEC,41,4,,,,,,,,,,,,,,,,,,,,,5,48,9.6,0,154,704,4.6,7,159,752,4.7,7,,,,,,,,,,,,,,,,,,2015
Jahwan Edwards,RB,Ball State,0,0,https://www.sports-reference.com/cfb/players/jahwan-edwards-1.html,69,220,4.8,16.0,35.5,117.0,7.63,4.5,MAC,48,4,,,,,,,,,,,,,,,,,,,,,57,361,6.3,0,884,4558,5.2,51,941,4919,5.2,51,,,,,,,,,,,,,,,,,,2015
Ifo Ekpre-Olomu,CB,Oregon,7,241,https://www.sports-reference.com/cfb/players/ifo-ekpre-olomu-1.html,69,192,4.52,,,,,,Pac-12,53,4,164,80,244,6.5,0.0,9,85,1,23,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015
