Name,Position,College,Round,Pick,Stat URL,Height,Weight,40 Yard Dash,Bench Press,Vertical Jump,Broad Jump,3 Cone Drill,Shuttle,conf_abbr,games,seasons,tackles_solo,tackles_assists,tackles_total,tackles_loss,sacks,def_int,def_int_yds,def_int_td,pass_defended,fumbles_rec,fumbles_rec_yds,fumbles_rec_td,fumbles_forced,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,scrim_att,scrim_yds,scrim_yds_per_att,scrim_td,Year
Jerome Ford,RB,Cincinnati,5,156,https://www.sports-reference.com/cfb/players/jerome-ford-1.html,71.0,210.0,4.46,17.83,31.0,118.0,7.09,4.28,SEC,31.0,4.0,97.45,57.11,155.0,9.21,2.31,3.07,65.91,0.62,8.99,0.75,0.0,0.67,2.33,29.0,271.0,9.3,1.0,287.0,1802.0,6.3,27.0,316.0,2073.0,6.6,28.0,2022
Jonathan Ford,DT,Miami,7,234,https://www.sports-reference.com/cfb/players/jonathan-ford-1.html,77.0,333.0,5.24,29.08,29.0,102.0,8.03,4.95,ACC,31.0,5.0,21.0,39.0,60.0,8.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9.4,57.6,4.31,0.0,150.85,740.15,3.33,6.79,160.25,797.75,3.53,6.79,2022
Luke Fortner,C,Kentucky,3,65,https://www.sports-reference.com/cfb/players/luke-fortner-1.html,76.0,307.0,5.21,23.52,24.0,102.0,7.75,4.95,SEC,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,6.33,5.32,0.0,15.76,66.06,-0.82,0.0,16.51,72.39,0.79,0.0,2022
Ty Fryfogle,WR,Indiana,0,0,https://www.sports-reference.com/cfb/players/ty-fryfogle-1.html,73.0,204.0,4.53,16.6,39.0,127.0,6.76,4.09,Big Ten,46.0,5.0,126.82,71.23,198.0,8.64,2.45,4.29,28.43,0.0,11.39,1.44,17.11,0.55,1.59,158.0,2231.0,14.1,14.0,4.0,34.0,8.5,0.0,162.0,2265.0,14.0,14.0,2022
Ahmad Gardner,CB,Cincinnati,1,4,https://www.sports-reference.com/cfb/players/ahmad-gardner-1.html,75.0,190.0,4.41,9.51,38.66,128.91,6.79,4.03,American,37.0,3.0,68.0,31.0,99.0,5.5,3.5,9.0,103.0,2.0,16.0,0.0,2.34,0.17,0.0,39.4,351.05,7.48,2.58,305.15,1641.98,5.2,13.93,344.54,1993.02,5.49,16.5,2022
Haskell Garrett,DT,Ohio St.,0,0,https://www.sports-reference.com/cfb/players/haskell-garrett-1.html,74.0,300.0,5.07,28.11,24.0,103.17,7.44,4.62,Big Ten,31.0,5.0,35.0,27.0,62.0,13.5,7.5,1.0,0.0,1.0,3.0,2.0,0.15,1.0,0.0,1.46,8.47,5.16,0.15,1.01,-1.01,-2.4,0.15,2.46,7.46,-1.06,0.29,2022
Jeremiah Gemmel,LB,North Carolina,0,0,https://www.sports-reference.com/cfb/players/jeremiah-gemmel-1.html,73.0,226.0,4.8,22.26,33.1,113.87,7.28,4.47,ACC,39.0,4.0,135.0,101.0,236.0,20.0,6.5,2.0,0.0,0.0,9.0,1.0,0.0,0.26,5.0,34.33,325.13,9.6,3.03,144.35,769.22,3.38,11.65,178.68,1094.36,5.68,14.68,2022
Trenton Gill,P,North Carolina St.,7,255,https://www.sports-reference.com/cfb/players/trenton-gill-1.html,76.0,220.0,4.64,23.0,30.5,120.0,7.11,4.31,ACC,36.0,3.0,126.61,82.73,209.0,15.57,2.69,7.29,116.54,0.78,11.58,1.53,2.62,0.16,1.11,24.38,209.32,8.2,0.94,283.74,1525.43,3.04,14.35,308.12,1734.76,3.18,15.28,2022
Luke Goedeke,OG,Central Michigan,2,57,https://www.sports-reference.com/cfb/players/luke-goedeke-1.html,77.0,312.0,5.15,26.0,29.59,106.97,7.56,4.82,MAC,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,5.24,5.91,0.1,0.11,1.76,-0.31,0.11,1.0,7.0,7.0,0.21,2022
Mario Goodrich,CB,Clemson,0,0,https://www.sports-reference.com/cfb/players/mario-goodrich-1.html,72.0,176.0,4.52,13.57,35.91,118.0,6.81,4.22,ACC,38.0,4.0,39.0,29.0,68.0,0.5,0.0,5.0,25.0,1.0,15.0,1.0,15.04,0.31,1.0,80.08,856.6,10.38,6.71,509.01,3246.12,6.59,32.05,589.09,4102.72,7.2,38.76,2022
Tyler Goodson,RB,Iowa,0,0,https://www.sports-reference.com/cfb/players/tyler-goodson-1.html,69.0,197.0,4.42,13.89,36.5,123.0,7.04,4.19,Big Ten,34.0,3.0,111.49,54.46,166.0,9.74,2.68,2.63,37.55,0.0,10.32,0.63,8.06,0.98,2.25,70.0,565.0,8.1,1.0,533.0,2551.0,4.8,18.0,603.0,3116.0,5.2,19.0,2022
Kyler Gordon,CB,Washington,2,39,https://www.sports-reference.com/cfb/players/kyler-gordon-1.html,72.0,194.0,4.52,16.74,36.99,125.98,7.33,4.25,Pac-12,29.0,4.0,75.0,22.0,97.0,4.0,0.0,2.0,0.0,0.0,12.0,1.0,3.36,0.0,2.0,21.73,150.87,6.06,1.33,170.98,866.71,4.96,6.35,192.7,1017.58,5.1,7.68,2022
Isaiah Graham-Mobley,LB,Boston Col.,0,0,https://www.sports-reference.com/cfb/players/isaiah-graham-mobley-1.html,73.0,230.0,4.63,22.49,34.5,124.0,7.21,4.32,American,39.0,5.0,34.0,18.0,52.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.96,215.77,8.43,1.0,172.73,879.49,2.16,9.73,198.69,1095.26,2.35,10.72,2022
Danny Gray,WR,SMU,3,105,https://www.sports-reference.com/cfb/players/danny-gray-1.html,72.0,186.0,4.33,11.06,34.0,126.0,6.95,4.18,American,19.0,2.0,111.67,59.68,171.0,8.32,2.28,5.94,75.34,0.49,15.79,0.24,26.7,0.9,2.08,82.0,1251.0,15.3,13.0,6.0,70.0,11.7,2.0,88.0,1321.0,15.0,15.0,2022
Vincent Gray,CB,Michigan,0,0,https://www.sports-reference.com/cfb/players/vincent-gray-1.html,74.0,192.0,4.54,14.85,36.3,123.56,6.91,4.04,Big Ten,28.0,3.0,65.0,26.0,91.0,5.0,1.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,1.0,32.15,282.02,7.07,2.23,263.02,1367.43,5.03,11.32,295.17,1649.45,5.27,13.54,2022
Kenyon Green,OG,Texas A&M,1,15,https://www.sports-reference.com/cfb/players/kenyon-green-1.html,76.0,323.0,5.24,20.0,26.0,102.0,8.04,5.12,,11.0,1.0,0.62,0.77,1.0,0.06,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,10.07,60.4,3.56,0.0,156.52,773.11,1.79,7.56,166.59,833.51,3.34,7.56,2022
Jeffrey Gunter,EDGE,Coastal Carolina,7,252,https://www.sports-reference.com/cfb/players/jeffrey-gunter-1.html,76.0,258.0,4.7,26.95,35.5,122.0,7.21,4.35,Sun Belt,47.0,4.0,96.0,73.0,169.0,38.5,17.0,1.0,3.0,0.0,4.0,1.0,0.0,0.77,9.0,15.62,145.69,10.21,1.38,33.54,202.61,5.43,2.84,49.16,348.3,6.75,4.22,2022
Breece Hall,RB,Iowa St.,2,36,https://www.sports-reference.com/cfb/players/breece-hall-1.html,71.0,217.0,4.39,17.31,40.0,126.0,7.07,4.34,Big 12,36.0,3.0,124.39,72.26,197.0,8.74,2.24,5.27,83.33,0.53,11.1,1.1,6.0,0.8,2.3,82.0,734.0,9.0,6.0,718.0,3933.0,5.5,50.0,800.0,4667.0,5.8,56.0,2022
Jeremiah Hall,TE,Oklahoma,0,0,https://www.sports-reference.com/cfb/players/jeremiah-hall-1.html,74.0,239.0,4.96,19.0,29.0,111.0,7.43,4.62,Big 12,41.0,4.0,108.74,59.0,168.0,13.08,4.85,2.91,53.23,0.0,11.78,0.98,9.04,0.62,3.2,68.0,757.0,11.1,12.0,13.0,53.0,4.1,1.0,81.0,810.0,10.0,13.0,2022
Logan Hall,DE,Houston,2,33,https://www.sports-reference.com/cfb/players/logan-hall-3.html,78.0,283.0,4.88,25.18,30.0,106.87,7.25,4.44,American,34.0,4.0,50.0,47.0,97.0,19.5,7.0,0.0,0.0,0.0,1.0,0.0,10.71,0.15,1.0,6.62,64.8,9.66,0.78,9.08,27.48,3.95,1.94,15.7,92.28,6.91,2.72,2022
Kyle Hamilton,S,Notre Dame,1,14,https://www.sports-reference.com/cfb/players/kyle-hamilton-1.html,76.0,220.0,4.59,16.15,38.0,131.0,6.9,4.32,Ind,31.0,3.0,97.0,41.0,138.0,7.5,0.0,8.0,80.0,1.0,16.0,0.0,22.09,0.85,0.0,35.94,559.54,14.38,6.59,0.54,0.69,0.27,0.0,36.48,560.23,14.19,6.59,2022
Jake Hansen,LB,Illinois,0,0,https://www.sports-reference.com/cfb/players/jake-hansen-1.html,73.0,238.0,4.6,21.0,35.11,119.27,7.0,4.18,Big Ten,40.0,5.0,143.0,131.0,274.0,28.5,8.0,3.0,12.0,0.0,3.0,7.0,7.44,0.48,12.0,20.3,239.79,12.99,3.45,36.33,132.09,3.87,4.36,56.63,371.88,7.57,7.81,2022
Aaron Hansford,LB,Texas A&M,0,0,https://www.sports-reference.com/cfb/players/aaron-hansford-1.html,74.0,239.0,4.61,24.0,36.42,121.53,7.13,4.27,SEC,36.0,4.0,71.0,86.0,157.0,18.5,7.0,0.0,0.0,0.0,6.0,2.0,4.57,1.0,0.0,38.91,373.27,9.74,3.56,28.3,126.03,4.6,2.2,67.21,499.3,6.68,5.76,2022
Christian Harris,LB,Alabama,3,75,https://www.sports-reference.com/cfb/players/christian-harris-3.html,73.0,226.0,4.44,22.26,34.5,132.0,7.12,4.22,SEC,40.0,3.0,124.0,96.0,220.0,26.0,10.0,1.0,0.0,0.0,6.0,1.0,9.47,1.0,2.0,27.12,222.08,7.82,1.63,527.95,3050.87,5.72,28.14,555.07,3272.95,5.85,29.77,2022
Kevin Harris,RB,South Carolina,6,183,https://www.sports-reference.com/cfb/players/kevin-harris-5.html,70.0,221.0,4.6,21.0,38.5,126.0,7.03,4.26,SEC,28.0,3.0,116.12,65.64,182.0,13.54,3.79,2.79,37.67,0.07,11.39,1.38,10.22,0.85,2.47,35.0,274.0,7.8,1.0,358.0,1977.0,5.5,23.0,393.0,2251.0,5.7,24.0,2022
Kolby Harvell-Peel,S,Oklahoma St.,0,0,https://www.sports-reference.com/cfb/players/kolby-harvell-peel-1.html,72.0,213.0,4.6,21.0,34.74,122.0,6.97,4.29,Big 12,36.0,3.0,122.0,63.0,185.0,9.5,4.0,10.0,72.0,0.0,20.0,3.0,14.08,0.9,3.0,53.43,424.57,7.63,2.14,404.0,2165.57,5.63,20.43,457.43,2590.14,5.91,22.57,2022
Hassan Haskins,RB,Michigan,4,131,https://www.sports-reference.com/cfb/players/hassan-haskins-1.html,74.0,228.0,4.84,27.0,29.15,109.7,7.25,4.41,Big Ten,33.0,3.0,98.22,50.65,149.0,8.81,1.97,3.93,63.39,0.16,14.37,1.68,70.6,1.1,2.57,24.0,171.0,7.1,0.0,452.0,2324.0,5.1,30.0,476.0,2495.0,5.2,30.0,2022
Blake Hayes,P,Illinois,0,0,https://www.sports-reference.com/cfb/players/blake-hayes-1.html,76.0,226.0,4.96,18.73,31.25,113.83,7.06,4.25,Big Ten,57.0,5.0,159.59,99.57,259.0,22.28,7.65,8.3,111.88,0.92,11.12,10.03,16.65,0.81,3.4,22.14,182.97,8.14,0.55,297.99,1540.6,3.16,17.46,320.13,1723.57,3.27,18.01,2022
Marquis Hayes,OG,Oklahoma,7,257,https://www.sports-reference.com/cfb/players/marquis-hayes-1.html,77.0,318.0,5.3,22.42,23.5,102.0,7.87,4.77,Big 12,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.97,4.97,0.18,0.0,0.96,1.17,0.0,1.0,5.94,5.94,0.18,2022
Peyton Hendershot,TE,Indiana,0,0,https://www.sports-reference.com/cfb/players/peyton-hendershot-1.html,76.0,250.0,4.8,19.27,32.5,117.0,7.1,4.25,Big Ten,43.0,4.0,98.93,50.35,149.0,8.6,2.52,3.83,57.08,0.0,15.02,0.77,0.0,0.67,2.28,136.0,1479.0,10.9,14.0,3.0,4.0,1.3,0.0,139.0,1483.0,10.7,14.0,2022
Connor Heyward,TE,Michigan St.,6,208,https://www.sports-reference.com/cfb/players/connor-heyward-1.html,71.0,233.0,4.72,16.59,32.5,117.67,7.1,4.21,Big Ten,46.0,5.0,99.31,50.07,149.0,8.48,2.42,3.47,53.41,0.0,14.34,0.73,19.74,0.92,2.26,96.0,711.0,7.4,6.0,211.0,825.0,3.9,5.0,307.0,1536.0,5.0,11.0,2022
Daxton Hill,S,Michigan,1,31,https://www.sports-reference.com/cfb/players/daxton-hill-1.html,72.0,191.0,4.38,10.22,33.5,121.0,6.57,4.06,Big Ten,33.0,3.0,96.0,53.0,149.0,7.5,0.5,4.0,3.0,0.0,15.0,3.0,7.45,0.46,0.0,48.29,619.23,12.98,3.95,1.48,18.73,8.49,0.0,48.97,625.95,12.92,3.95,2022
Chasen Hines,C,LSU,6,210,https://www.sports-reference.com/cfb/players/chasen-hines-1.html,75.0,327.0,5.22,27.17,30.5,108.0,7.64,4.76,SEC,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,1.86,13.49,5.47,0.0,39.74,177.37,2.23,0.0,41.6,190.86,3.43,0.0,2022
Christopher Hinton,DT,Michigan,0,0,https://www.sports-reference.com/cfb/players/christopher-hinton-1.html,76.0,305.0,5.28,27.58,31.5,106.0,7.69,4.6,Big Ten,22.0,3.0,27.0,28.0,55.0,3.5,2.0,0.0,0.0,0.0,4.0,2.0,0.0,0.35,0.0,1.95,11.65,5.3,0.2,1.09,-1.83,-2.88,0.2,3.04,9.82,-2.05,0.41,2022
Curtis Hodges,TE,Arizona St.,0,0,https://www.sports-reference.com/cfb/players/curtis-hodges-1.html,80.0,257.0,4.85,15.32,34.5,117.0,7.14,4.28,Pac-12,32.0,5.0,102.24,51.82,154.0,9.17,2.95,2.53,41.67,0.0,13.1,0.62,0.0,0.73,2.16,36.0,601.0,16.7,4.0,0.0,0.0,1.28,0.0,36.0,601.0,16.7,4.0,2022
Sam Howell,QB,North Carolina,5,144,https://www.sports-reference.com/cfb/players/sam-howell-1.html,73.0,218.0,4.65,16.71,31.0,114.0,7.06,4.2,ACC,37.0,3.0,105.82,71.09,177.0,9.16,0.91,4.45,97.77,0.64,12.23,0.82,0.0,0.12,1.32,0.0,0.0,8.49,0.0,1.0,1.02,1.0,0.0,1.0,1.02,1.0,0.0,2022
Aidan Hutchinson,DE,Michigan,1,2,https://www.sports-reference.com/cfb/players/aidan-hutchinson-1.html,79.0,260.0,4.74,24.63,36.0,117.0,6.73,4.15,Big Ten,36.0,4.0,85.0,71.0,156.0,27.5,17.5,0.0,0.0,0.0,10.0,1.0,1.74,0.0,5.0,25.67,216.31,8.94,3.51,50.67,286.2,5.15,3.14,76.34,502.51,6.8,6.65,2022
Jermaine Johnson II,DE,Florida St.,1,26,https://www.sports-reference.com/cfb/players/jermaine-johnson-3.html,77.0,254.0,4.58,22.09,32.0,125.0,7.22,4.41,SEC,28.0,3.0,33.0,37.0,70.0,17.5,11.5,0.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,29.31,259.99,8.87,2.7,46.65,232.82,4.28,3.27,75.95,492.82,6.24,5.98,2022
Johnny Johnson III,WR,Oregon,0,0,https://www.sports-reference.com/cfb/players/johnny-johnson-iii-1.html,72.0,197.0,4.6,16.8,32.0,121.0,7.21,4.54,Pac-12,51.0,5.0,134.36,59.32,194.0,11.28,1.7,6.33,122.38,0.53,13.93,0.65,16.53,0.92,2.69,139.0,1928.0,13.9,15.0,0.0,0.0,7.92,0.0,139.0,1928.0,13.9,15.0,2022
Verone McKinley III,S,Oregon,0,0,https://www.sports-reference.com/cfb/players/verone-mckinley-iii-1.html,70.0,198.0,4.55,16.0,35.0,120.0,7.01,4.24,Pac-12,38.0,4.0,100.0,72.0,172.0,2.0,0.0,11.0,92.0,0.0,10.0,1.0,31.32,1.0,2.0,41.98,405.29,9.87,2.59,140.58,790.97,4.62,8.0,182.56,1196.26,8.51,10.59,2022
Ed Ingram,OG,LSU,2,59,https://www.sports-reference.com/cfb/players/ed-ingram-1.html,75.0,307.0,5.02,23.47,20.5,102.0,7.81,4.76,,11.0,1.0,1.76,0.65,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.47,1.56,5.52,0.0,0.53,0.04,-0.88,0.27,1.0,1.6,1.6,0.27,2022
Keaontay Ingram,RB,USC,6,201,https://www.sports-reference.com/cfb/players/keaontay-ingram-1.html,72.0,221.0,4.53,18.72,34.5,122.0,7.1,4.22,Big 12,42.0,4.0,120.17,56.07,176.0,13.52,3.13,2.93,34.69,0.0,12.19,0.74,3.45,0.64,2.04,22.0,156.0,7.1,0.0,156.0,911.0,5.8,5.0,178.0,1067.0,6.0,5.0,2022
D'Marco Jackson,LB,Appalachian St.,5,161,https://www.sports-reference.com/cfb/players/dmarco-jackson-1.html,73.0,233.0,4.55,21.57,33.0,125.0,7.15,4.27,Sun Belt,53.0,4.0,133.0,158.0,291.0,35.0,11.5,3.0,50.0,0.0,14.0,1.0,9.65,0.55,1.0,27.44,320.74,14.14,2.64,61.4,345.51,2.23,3.78,88.84,666.26,4.62,6.42,2022
Drake Jackson,EDGE,USC,2,61,https://www.sports-reference.com/cfb/players/drake-jackson-2.html,75.0,254.0,4.81,23.52,36.5,127.0,7.19,4.33,Pac-12,28.0,3.0,57.0,46.0,103.0,25.0,12.5,2.0,19.0,0.0,4.0,1.0,5.18,0.2,2.0,23.23,204.97,8.76,1.24,29.97,124.09,3.22,2.51,53.2,329.06,5.3,3.75,2022
Jordan Jackson,DT,Air Force,6,194,https://www.sports-reference.com/cfb/players/jordan-jackson-5.html,77.0,294.0,4.98,28.95,32.44,108.41,7.4,4.61,MWC,36.0,3.0,65.0,65.0,130.0,27.0,12.5,0.0,0.0,0.0,5.0,0.0,25.19,0.49,1.0,2.27,18.58,6.17,0.0,1.25,5.26,0.41,0.37,3.52,23.85,1.45,0.37,2022
Joshua Jobe,CB,Alabama,0,0,https://www.sports-reference.com/cfb/players/josh-jobe-1.html,72.0,182.0,4.51,12.25,34.06,115.23,6.76,4.34,SEC,41.0,4.0,95.0,34.0,129.0,3.5,2.0,3.0,6.0,0.0,19.0,1.0,6.87,0.12,2.0,41.47,403.41,8.66,2.8,336.62,2063.81,5.91,17.29,378.08,2467.22,6.24,20.08,2022
Josh Johnson,WR,Tulsa,0,0,https://www.sports-reference.com/cfb/players/josh-johnson-9.html,71.0,183.0,4.46,14.0,33.71,117.84,6.92,4.12,Big 12,38.0,4.0,92.63,61.0,154.0,5.62,1.51,4.11,61.72,0.0,8.96,0.74,31.22,1.01,1.27,165.0,2108.0,12.8,13.0,4.0,1.0,0.3,0.0,169.0,2109.0,12.5,13.0,2022
Tyree Johnson,EDGE,Texas A&M,0,0,https://www.sports-reference.com/cfb/players/tyree-johnson-2.html,75.0,248.0,4.78,21.0,32.62,110.45,7.09,4.36,SEC,40.0,4.0,52.0,48.0,100.0,23.5,18.0,0.0,0.0,0.0,2.0,1.0,3.07,0.12,3.0,53.44,484.76,8.81,5.3,64.56,321.39,4.11,3.87,117.99,806.15,6.38,9.18,2022
Zion Johnson,OG,Boston Col.,1,17,https://www.sports-reference.com/cfb/players/zion-johnson-1.html,75.0,312.0,5.18,32.0,32.0,112.0,7.38,4.46,,11.0,1.0,1.75,0.17,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.08,5.84,39.42,11.41,0.25,87.29,433.53,1.26,4.93,93.13,472.95,7.18,5.18,2022
Jack Jones,CB,Arizona St.,4,121,https://www.sports-reference.com/cfb/players/jack-jones-5.html,71.0,171.0,4.51,13.35,35.49,117.62,6.81,4.22,Pac-12,40.0,4.0,80.0,12.0,92.0,2.5,1.0,6.0,108.0,1.0,19.0,0.0,6.49,0.43,4.0,80.53,816.83,9.91,6.1,510.93,3217.06,6.48,29.42,591.46,4033.89,7.03,35.52,2022
Marcus Jones,CB,Houston,3,85,https://www.sports-reference.com/cfb/players/marcus-jones-11.html,68.0,174.0,4.45,12.52,36.84,124.07,6.91,4.28,Sun Belt,44.0,4.0,54.0,17.0,71.0,3.0,0.0,6.0,24.0,0.0,17.0,0.0,30.49,0.68,1.0,86.31,901.31,10.23,7.28,510.63,3197.9,6.43,28.75,596.94,4099.21,7.09,36.03,2022
Travis Jones,DT,Connecticut,3,76,https://www.sports-reference.com/cfb/players/travis-jones-5.html,76.0,325.0,4.92,28.66,28.5,110.0,7.33,4.58,American,33.0,3.0,47.0,87.0,134.0,19.0,8.5,0.0,0.0,0.0,0.0,1.0,10.02,0.14,0.0,1.87,13.56,5.43,0.0,40.49,180.61,3.63,0.0,42.35,194.17,3.27,0.0,2022
Velus Jones,WR,Tennessee,3,71,https://www.sports-reference.com/cfb/players/velus-jones-jr-1.html,72.0,204.0,4.31,14.7,33.0,121.0,6.98,4.32,Pac-12,60.0,6.0,115.53,77.7,193.0,7.26,0.92,4.54,57.17,0.37,13.62,1.6,19.95,0.72,1.59,92.0,1324.0,14.55,8.5,4.0,69.5,11.65,0.0,96.0,1393.5,14.45,8.5,2022
Kerby Joseph,S,Illinois,3,97,https://www.sports-reference.com/cfb/players/kerby-joseph-1.html,73.0,203.0,4.58,18.0,38.5,123.0,6.86,4.21,Big Ten,31.0,4.0,75.0,41.0,116.0,2.0,1.0,5.0,12.0,0.0,6.0,2.0,15.81,0.65,1.0,39.71,457.21,11.43,4.36,60.93,341.36,4.05,3.43,100.64,798.57,9.82,7.79,2022
Kevin Austin Jr.,WR,Notre Dame,0,0,https://www.sports-reference.com/cfb/players/kevin-austin-2.html,74.0,200.0,4.43,14.27,39.0,132.0,6.71,4.15,Ind,19.0,3.0,97.27,46.28,144.0,6.27,1.56,2.53,26.63,0.0,10.69,0.0,3.46,0.53,0.9,54.0,996.0,18.4,7.0,1.0,8.0,8.0,0.0,55.0,1004.0,18.3,7.0,2022
Reggie Roberson Jr.,WR,SMU,0,0,https://www.sports-reference.com/cfb/players/reggie-roberson-jr-1.html,71.0,192.0,4.58,16.85,29.0,114.0,7.01,4.14,Big 12,38.0,5.0,121.07,78.27,199.0,8.97,2.11,8.72,169.59,0.91,16.76,1.47,32.95,0.77,2.05,168.0,2704.0,16.1,23.0,5.0,17.0,3.4,0.0,173.0,2721.0,15.7,23.0,2022
Cameron Jurgens,C,Nebraska,2,51,https://www.sports-reference.com/cfb/players/cameron-jurgens-1.html,75.0,303.0,4.92,25.0,28.28,107.69,7.35,4.31,Big Ten,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,6.05,6.35,0.11,1.11,-1.91,-2.34,0.11,2.08,4.15,-2.14,0.22,2022
George Karlaftis,EDGE,Purdue,1,30,https://www.sports-reference.com/cfb/players/george-karlaftis-1.html,76.0,266.0,4.76,21.0,38.0,121.0,7.11,4.36,Big Ten,26.0,3.0,61.0,36.0,97.0,29.0,14.0,1.0,0.0,0.0,6.0,4.0,5.97,1.0,3.0,31.49,367.31,11.05,4.09,33.48,198.51,4.25,3.05,64.97,565.82,8.65,7.14,2022
Derion Kendrick,CB,Georgia,6,212,https://www.sports-reference.com/cfb/players/derion-kendrick-1.html,72.0,194.0,4.45,16.74,37.0,126.0,7.33,4.25,ACC,51.0,4.0,24.0,17.0,41.0,2.0,0.0,4.0,14.0,0.0,3.0,0.0,0.0,0.0,0.0,21.71,150.74,6.06,1.33,170.9,866.29,4.96,6.35,192.62,1017.03,5.1,7.68,2022
D'Eriq King,QB,Miami,0,0,https://www.sports-reference.com/cfb/players/deriq-king-1.html,69.0,196.0,4.65,17.95,31.0,114.0,7.06,4.2,American,48.0,6.0,128.38,62.62,191.0,10.12,1.26,5.28,75.68,0.68,11.92,1.4,21.5,1.22,2.38,0.0,0.01,9.1,0.0,1.0,1.02,1.0,0.0,1.01,1.03,1.0,0.0,2022
Darian Kinnard,OG,Kentucky,5,145,https://www.sports-reference.com/cfb/players/darian-kinnard-1.html,77.0,322.0,5.31,28.59,25.0,99.0,8.11,4.96,SEC,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,10.52,60.77,2.2,0.0,154.46,771.12,1.92,8.28,164.98,831.89,2.89,8.28,2022
Zonovan Knight,RB,North Carolina St.,0,0,https://www.sports-reference.com/cfb/players/zonovan-knight-1.html,71.0,209.0,4.58,18.22,31.0,114.0,7.0,4.23,ACC,36.0,3.0,118.18,69.36,188.0,8.78,2.62,4.27,90.07,0.36,8.5,1.01,0.0,0.82,2.01,48.0,337.0,7.0,0.0,419.0,2286.0,5.5,18.0,467.0,2623.0,5.6,18.0,2022
Charlie Kolar,TE,Iowa St.,4,128,https://www.sports-reference.com/cfb/players/charlie-kolar-1.html,79.0,252.0,4.64,16.14,33.41,118.0,6.92,4.28,Big 12,43.0,4.0,99.02,50.42,149.0,8.79,2.57,2.96,44.82,0.02,14.7,1.02,3.13,0.86,2.28,168.0,2181.0,13.0,23.0,0.0,0.0,2.55,0.0,168.0,2181.0,13.0,23.0,2022
Quentin Lake,S,UCLA,6,211,https://www.sports-reference.com/cfb/players/quentin-lake-1.html,73.0,201.0,4.59,15.8,31.64,121.3,7.0,4.25,Pac-12,36.0,5.0,128.0,51.0,179.0,4.0,0.0,6.0,35.0,0.0,15.0,0.0,21.3,0.43,0.0,42.47,431.61,10.45,2.75,275.07,1510.46,4.96,15.26,317.54,1942.07,8.65,18.01,2022
Nate Landman,LB,Colorado,0,0,https://www.sports-reference.com/cfb/players/nate-landman-1.html,75.0,238.0,4.86,20.3,36.5,119.0,7.0,4.21,Pac-12,43.0,5.0,244.0,103.0,347.0,42.0,10.0,3.0,45.0,0.0,11.0,2.0,29.96,0.33,3.0,36.58,448.69,16.61,4.15,36.47,165.83,4.61,3.64,73.05,614.52,9.04,7.8,2022
DeMarvin Leal,DT,Texas A&M,3,84,https://www.sports-reference.com/cfb/players/demarvin-leal-1.html,76.0,283.0,5.0,25.49,27.5,106.0,7.42,4.49,SEC,33.0,3.0,59.0,74.0,133.0,25.0,13.0,1.0,43.0,0.0,5.0,1.0,6.19,0.63,2.0,7.05,68.67,9.68,0.86,8.83,26.94,3.5,1.9,15.88,95.61,7.21,2.76,2022
Isaiah Likely,TE,Coastal Carolina,4,139,https://www.sports-reference.com/cfb/players/isaiah-likely-1.html,77.0,245.0,4.57,19.22,36.0,117.95,7.11,4.57,Sun Belt,43.0,4.0,102.58,53.38,156.0,10.38,3.36,2.14,34.27,0.0,13.08,1.1,11.45,0.93,2.33,133.0,2050.0,15.4,27.0,3.0,10.0,3.3,0.0,136.0,2060.0,15.1,27.0,2022
Tyler Linderbaum,C,Iowa,1,25,https://www.sports-reference.com/cfb/players/tyler-linderbaum-1.html,74.0,296.0,5.19,28.12,27.67,106.73,7.78,4.66,Big Ten,3.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,0.0,1.04,-1.41,-1.89,0.04,1.04,-1.41,-1.89,0.04,2022
