Name,Position,College,Round,Pick,Stat URL,Height,Weight,40 Yard Dash,Bench Press,Vertical Jump,Broad Jump,3 Cone Drill,Shuttle,conf_abbr,games,seasons,tackles_solo,tackles_assists,tackles_total,tackles_loss,sacks,def_int,def_int_yds,def_int_td,pass_defended,fumbles_rec,fumbles_rec_yds,fumbles_rec_td,fumbles_forced,pass_cmp,pass_att,pass_cmp_pct,pass_yds,pass_td,pass_int,pass_rating,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,scrim_att,scrim_yds,scrim_yds_per_att,scrim_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_tdxpm,xpa,xp_pct,fgm,fga,fg_pct,kick_points,punt,punt_yds,punt_yds_per_punt,Year
Budda Baker,S,Washington,2,36,https://www.sports-reference.com/cfb/players/budda-baker-1.html,70,195,4.45,15.0,32.5,115.0,6.76,4.08,Pac-12,39,3,138,61,199,13.0,4.0,5,62,0,18,0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Toby Baker,P,Arkansas,0,0,https://www.sports-reference.com/cfb/players/toby-baker-1.html,75,210,,,,,,,SEC,25,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,101,4340,43.0,2017
Zach Banner,OG,USC,4,137,https://www.sports-reference.com/cfb/players/zach-banner-1.html,80,353,5.58,22.0,23.5,92.0,8.31,5.21,Pac-12,3,3,2,0,2,0.0,0.0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Derek Barnett,DE,Tennessee,1,14,https://www.sports-reference.com/cfb/players/derek-barnett-2.html,75,259,4.88,,31.0,117.0,6.96,4.44,SEC,39,3,131,67,198,52.0,32.0,1,7,0,6,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Tarell Basham,DE,Ohio,3,80,https://www.sports-reference.com/cfb/players/tarell-basham-1.html,76,269,4.7,15.0,31.5,119.0,7.27,4.35,MAC,50,4,75,77,152,38.5,27.0,0,0,0,5,1,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
C.J. Beathard,QB,Iowa,3,104,https://www.sports-reference.com/cfb/players/cj-beathard-1.html,74,219,,,31.0,113.0,,,Big Ten,40,4,,,,,,,,,,,,,,454,782,58.1,5562,40,19,129.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Kendell Beckwith,ILB,LSU,3,107,https://www.sports-reference.com/cfb/players/kendell-beckwith-1.html,74,243,,20.0,,,,,SEC,44,4,124,139,263,24.5,7.5,1,29,1,8,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Vince Biegel,OLB,Wisconsin,4,108,https://www.sports-reference.com/cfb/players/vince-biegel-1.html,75,246,4.67,21.0,33.5,118.0,6.92,4.3,Big Ten,36,4,88,43,131,28.5,15.0,0,0,0,3,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Adam Bisnowaty,OT,Pittsburgh,6,200,https://www.sports-reference.com/cfb/players/adam-bisnowaty-1.html,78,304,5.23,23.0,29.5,96.0,8.02,4.94,ACC,1,1,1,0,1,0.0,0.0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Garrett Bolles,OT,Utah,1,20,https://www.sports-reference.com/cfb/players/garrett-bolles-1.html,77,297,4.95,,28.0,115.0,7.29,4.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Ben Boulware,ILB,Clemson,0,0,https://www.sports-reference.com/cfb/players/ben-boulware-1.html,72,238,,20.0,29.5,111.0,7.02,4.43,ACC,46,4,144,117,261,26.5,8.0,5,63,1,10,4,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Tashawn Bower,OLB,LSU,0,0,https://www.sports-reference.com/cfb/players/tashawn-bower-1.html,77,250,4.82,20.0,31.5,121.0,7.2,4.37,SEC,26,4,22,38,60,12.0,5.5,0,0,0,2,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Tyus Bowser,OLB,Houston,2,47,https://www.sports-reference.com/cfb/players/tyus-bowser-1.html,75,247,4.65,21.0,37.5,127.0,6.75,,American,43,4,70,67,137,28.0,22.5,2,14,0,9,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Ben Braden,OG,Michigan,0,0,https://www.sports-reference.com/cfb/players/ben-braden-1.html,78,329,5.04,25.0,28.0,102.0,7.85,4.9,Big Ten,1,1,0,1,1,0.0,0.0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Caleb Brantley,DT,Florida,6,185,https://www.sports-reference.com/cfb/players/caleb-brantley-1.html,75,307,5.14,21.0,27.0,105.0,7.66,4.62,SEC,31,3,33,47,80,20.5,5.5,0,0,0,0,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Blair Brown,ILB,Ohio,5,148,https://www.sports-reference.com/cfb/players/blair-brown-1.html,71,238,4.65,,37.0,124.0,6.92,4.18,MAC,42,4,151,115,266,25.5,5.5,0,0,0,3,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Fadol Brown,DE,Mississippi,0,0,https://www.sports-reference.com/cfb/players/fadol-brown-2.html,76,273,4.94,19.0,34.0,115.0,7.24,4.44,SEC,30,3,43,66,109,15.5,4.0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Jayon Brown,ILB,UCLA,5,155,https://www.sports-reference.com/cfb/players/jayon-brown-1.html,72,231,4.7,17.0,31.5,120.0,,,Pac-12,33,4,135,87,222,9.0,3.0,3,32,0,12,4,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Noah Brown,WR,Ohio State,7,239,https://www.sports-reference.com/cfb/players/noah-brown-2.html,74,222,,19.0,,,7.07,4.33,Big Ten,14,2,,,,,,,,,,,,,,,,,,,,,33,411,12.5,7,1,-4,-4.0,0,34,407,12.0,7,,,,,,,,,,,,,,,,,,2017
Pharaoh Brown,TE,Oregon,0,0,https://www.sports-reference.com/cfb/players/pharaoh-brown-1.html,78,255,,24.0,34.0,,,,Pac-12,36,4,,,,,,,,,,,,,,,,,,,,,70,1011,14.4,13,0,0,,0,70,1011,14.4,13,,,,,,,,,,,,,,,,,,2017
Daniel Brunskill,OT,San Diego State,0,0,https://www.sports-reference.com/cfb/players/daniel-brunskill-1.html,77,273,,17.0,28.0,106.0,7.9,4.84,MWC,11,3,,,,,,,,,,,,,,,,,,,,,15,143,9.5,3,0,0,,0,15,143,9.5,3,,,,,,,,,,,,,,,,,,2017
Collin Buchanan,OT,Miami (OH),0,0,https://www.sports-reference.com/cfb/players/collin-buchanan-1.html,77,316,,23.0,25.0,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Riley Bullough,ILB,Michigan State,0,0,https://www.sports-reference.com/cfb/players/riley-bullough-1.html,74,226,,20.0,31.5,116.0,,,Big Ten,42,4,61,93,154,12.5,5.0,4,60,1,1,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Harrison Butker,K,Georgia Tech,7,233,https://www.sports-reference.com/cfb/players/harrison-butker-1.html,76,199,,,,,,,ACC,52,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210,99.0,43,60,71.7,337,0,0,,2017
Jake Butt,TE,Michigan,5,145,https://www.sports-reference.com/cfb/players/jake-butt-1.html,77,246,,,,,,,Big Ten,43,4,,,,,,,,,,,,,,,,,,,,,138,1646,11.9,11,0,2,,0,138,1648,11.9,11,,,,,,,,,,,,,,,,,,2017
K.D. Cannon,WR,Baylor,0,0,https://www.sports-reference.com/cfb/players/kd-cannon-1.html,71,182,4.41,13.0,37.0,119.0,,,Big 12,38,3,,,,,,,,,,,,,,,,,,,,,195,3113,16.0,27,3,14,4.7,0,198,3127,15.8,27,,,,,,,,,,,,,,,,,,2017
Josh Carraway,DE,TCU,7,227,https://www.sports-reference.com/cfb/players/josh-carraway-1.html,75,242,4.74,25.0,29.5,120.0,7.2,4.44,Big 12,37,3,63,69,132,26.5,18.0,1,33,1,2,4,56,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Chris Carson,RB,Oklahoma State,7,249,https://www.sports-reference.com/cfb/players/chris-carson-1.html,72,218,4.58,23.0,37.0,130.0,,,Big 12,21,2,,,,,,,,,,,,,,,,,,,,,30,298,9.9,1,213,1076,5.1,13,243,1374,5.7,14,,,,,,,,,,,,,,,,,,2017
Cethan Carter,TE,Nebraska,0,0,https://www.sports-reference.com/cfb/players/cethan-carter-1.html,75,241,4.68,19.0,,,,,Big Ten,35,4,,,,,,,,,,,,,,,,,,,,,59,744,12.6,4,5,82,16.4,1,64,826,12.9,5,,,,,,,,,,,,,,,,,,2017
Jamal Carter,S,Miami (FL),0,0,https://www.sports-reference.com/cfb/players/jamal-carter-1.html,73,218,4.64,19.0,35.0,122.0,,,ACC,43,4,95,69,164,2.5,0.0,2,48,0,10,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Taco Charlton,DE,Michigan,1,28,https://www.sports-reference.com/cfb/players/taco-charlton-1.html,78,277,4.92,25.0,33.0,116.0,7.17,4.39,Big Ten,33,4,56,35,91,28.0,19.0,0,0,0,2,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Jehu Chesson,WR,Michigan,4,139,https://www.sports-reference.com/cfb/players/jehu-chesson-1.html,75,204,4.47,10.0,35.5,132.0,6.7,4.09,Big Ten,45,4,,,,,,,,,,,,,,,,,,,,,114,1639,14.4,12,22,219,10.0,3,136,1858,13.7,15,,,,,,,,,,,,,,,,,,2017
Chuck Clark,S,Virginia Tech,6,186,https://www.sports-reference.com/cfb/players/chuck-clark-1.html,72,208,4.54,16.0,34.0,122.0,6.85,4.07,ACC,49,4,170,122,292,14.0,2.5,2,37,0,20,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Jeremy Clark,CB,Michigan,6,197,https://www.sports-reference.com/cfb/players/jeremy-clark-2.html,75,220,,20.0,,,,,Big Ten,23,3,32,18,50,0.0,0.0,3,20,0,6,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Corey Clement,RB,Wisconsin,0,0,https://www.sports-reference.com/cfb/players/corey-clement-1.html,70,220,4.68,19.0,28.5,115.0,,,Big Ten,39,4,,,,,,,,,,,,,,,,,,,,,29,279,9.6,2,576,3092,5.4,36,605,3371,5.6,38,,,,,,,,,,,,,,,,,,2017
Chunky Clements,DT,Illinois,0,0,https://www.sports-reference.com/cfb/players/jarrod-clements-1.html,74,301,,23.0,,,,,Big Ten,37,4,43,56,99,26.5,6.0,0,0,0,5,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Stacy Coley,WR,Miami (FL),7,219,https://www.sports-reference.com/cfb/players/stacy-coley-1.html,73,195,4.45,10.0,34.0,122.0,,,ACC,48,4,,,,,,,,,,,,,,,,,,,,,166,2218,13.4,20,8,125,15.6,1,174,2343,13.5,21,,,,,,,,,,,,,,,,,,2017
Aviante Collins,OG,TCU,0,0,https://www.sports-reference.com/cfb/players/aviante-collins-1.html,76,295,4.81,34.0,,,,,Big 12,1,1,1,0,1,0.0,0.0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Gareon Conley,CB,Ohio State,1,24,https://www.sports-reference.com/cfb/players/gareon-conley-1.html,72,195,4.44,11.0,37.0,129.0,6.68,4.18,Big Ten,35,3,66,25,91,1.0,0.5,6,0,0,15,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
James Conner,RB,Pittsburgh,3,105,https://www.sports-reference.com/cfb/players/james-conner-1.html,73,233,4.65,20.0,29.0,113.0,,,ACC,39,4,,,,,,,,,,,,,,,,,,,,,30,412,13.7,4,668,3733,5.6,52,698,4145,5.9,56,,,,,,,,,,,,,,,,,,2017
Dalvin Cook,RB,Florida State,2,41,https://www.sports-reference.com/cfb/players/dalvin-cook-1.html,70,210,4.49,22.0,30.5,116.0,7.27,4.53,ACC,38,3,,,,,,,,,,,,,,,,,,,,,79,935,11.8,2,687,4464,6.5,46,766,5399,7.0,48,,,,,,,,,,,,,,,,,,2017
Zach Cunningham,OLB,Vanderbilt,2,57,https://www.sports-reference.com/cfb/players/zach-cunningham-1.html,75,234,4.67,15.0,35.0,125.0,7.03,4.29,SEC,32,3,156,100,256,36.0,6.0,0,0,0,6,7,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Darrell Daniels,TE,Washington,0,0,https://www.sports-reference.com/cfb/players/darrell-daniels-1.html,75,247,4.55,17.0,32.0,116.0,7.09,4.47,Pac-12,28,4,,,,,,,,,,,,,,,,,,,,,47,728,15.5,5,0,0,,0,47,728,15.5,5,,,,,,,,,,,,,,,,,,2017
Amara Darboh,WR,Michigan,3,106,https://www.sports-reference.com/cfb/players/amara-darboh-1.html,74,214,4.45,17.0,36.0,124.0,,,Big Ten,37,3,,,,,,,,,,,,,,,,,,,,,151,2062,13.7,14,2,2,1.0,0,153,2064,13.5,14,,,,,,,,,,,,,,,,,,2017
Corey Davis,WR,West. Michigan,1,5,https://www.sports-reference.com/cfb/players/corey-davis-3.html,75,209,,,,,,,MAC,50,4,,,,,,,,,,,,,,,,,,,,,332,5285,15.9,52,3,13,4.3,0,335,5298,15.8,52,,,,,,,,,,,,,,,,,,2017
Jarrad Davis,ILB,Florida,1,21,https://www.sports-reference.com/cfb/players/jarrad-davis-1.html,73,238,,,,,,,SEC,38,4,106,95,201,20.0,5.5,1,0,0,9,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Justin Davis,RB,USC,0,0,https://www.sports-reference.com/cfb/players/justin-davis-2.html,73,208,,21.0,,,,,Pac-12,43,4,,,,,,,,,,,,,,,,,,,,,46,400,8.7,2,461,2465,5.3,19,507,2865,5.7,21,,,,,,,,,,,,,,,,,,2017
Kevin Davis,ILB,Colorado State,0,0,https://www.sports-reference.com/cfb/players/kevin-davis-3.html,74,235,4.91,11.0,30.5,110.0,7.18,4.38,MWC,37,4,140,117,257,27.0,7.0,2,17,0,5,2,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Robert Davis,WR,Georgia State,6,209,https://www.sports-reference.com/cfb/players/robert-davis-10.html,75,219,4.44,19.0,41.0,136.0,6.82,4.28,Sun Belt,49,4,,,,,,,,,,,,,,,,,,,,,222,3391,15.3,17,1,3,3.0,0,223,3394,15.2,17,,,,,,,,,,,,,,,,,,2017
Dion Dawkins,OG,Temple,2,63,https://www.sports-reference.com/cfb/players/dion-dawkins-1.html,76,314,5.11,26.0,26.0,106.0,7.3,4.78,American,2,2,,,,,,,,,,,,,,,,,,,,,1,7,7.0,0,0,4,,0,1,11,11.0,0,,,,,,,,,,,,,,,,,,2017
Matthew Dayes,RB,North Carolina State,7,252,https://www.sports-reference.com/cfb/players/matt-dayes-1.html,69,205,4.47,18.0,28.0,109.0,,,ACC,45,4,,,,,,,,,,,,,,,,,,,,,98,937,9.6,6,550,2856,5.2,34,648,3793,5.9,40,,,,,,,,,,,,,,,,,,2017
Treston DeCoud,CB,Oregon State,5,169,https://www.sports-reference.com/cfb/players/treston-decoud-1.html,74,206,4.62,11.0,31.0,116.0,,,Pac-12,22,2,77,31,108,5.5,1.0,2,13,0,15,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
J.J. Dielman,OT,Utah,5,176,https://www.sports-reference.com/cfb/players/jj-dielman-1.html,77,309,,27.0,,,,,Pac-12,3,2,2,1,3,0.0,0.0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Joshua Dobbs,QB,Tennessee,4,135,https://www.sports-reference.com/cfb/players/joshua-dobbs-1.html,75,216,4.64,,33.0,122.0,6.75,4.31,SEC,37,4,,,,,,,,,,,,,,614,999,61.5,7138,53,29,133.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Rasul Douglas,CB,West Virginia,3,99,https://www.sports-reference.com/cfb/players/rasul-douglas-1.html,74,209,4.59,16.0,33.5,120.0,6.97,4.26,Big 12,18,2,55,22,77,3.5,1.0,9,101,1,9,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Malachi Dupre,WR,LSU,7,247,https://www.sports-reference.com/cfb/players/malachi-dupre-1.html,74,196,4.52,11.0,39.5,135.0,7.19,4.26,SEC,31,3,,,,,,,,,,,,,,,,,,,,,98,1609,16.4,14,0,0,,0,98,1609,16.4,14,,,,,,,,,,,,,,,,,,2017
Travin Dural,WR,LSU,0,0,https://www.sports-reference.com/cfb/players/travin-dural-1.html,73,202,4.57,,30.5,116.0,7.29,4.55,SEC,38,4,,,,,,,,,,,,,,,,,,,,,100,1716,17.2,13,14,122,8.7,0,114,1838,16.1,13,,,,,,,,,,,,,,,,,,2017
Ken Ekanem,DE,Virginia Tech,0,0,https://www.sports-reference.com/cfb/players/ken-ekanem-1.html,75,257,4.88,,30.5,115.0,7.38,4.58,ACC,41,4,65,66,131,34.0,22.5,0,0,0,6,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Corn Elder,CB,Miami (FL),5,152,https://www.sports-reference.com/cfb/players/corn-elder-1.html,70,183,4.55,,,,,,ACC,43,4,117,41,158,11.5,6.0,3,49,0,27,5,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Pat Elflein,C,Ohio State,3,70,https://www.sports-reference.com/cfb/players/pat-elfein-1.html,75,303,5.32,22.0,23.5,99.0,7.94,4.71,Big Ten,1,1,1,0,1,0.0,0.0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Jake Elliott,K,Memphis,5,153,https://www.sports-reference.com/cfb/players/jake-elliott-1.html,69,167,4.79,,,,,,American,51,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202,100.0,81,104,77.9,445,0,0,,2017
Brooks Ellis,ILB,Arkansas,0,0,https://www.sports-reference.com/cfb/players/brooks-ellis-1.html,74,240,4.79,18.0,29.5,115.0,6.8,4.25,SEC,44,4,126,164,290,22.5,3.5,4,138,1,14,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Jermaine Eluemunor,OG,Texas A&M,5,159,https://www.sports-reference.com/cfb/players/jermaine-eluemunor-1.html,76,332,5.22,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Evan Engram,TE,Mississippi,1,23,https://www.sports-reference.com/cfb/players/evan-engram-1.html,75,234,4.42,19.0,36.0,125.0,6.92,4.23,SEC,41,4,,,,,,,,,,,,,,,,,,,,,162,2320,14.3,15,0,0,,0,162,2320,14.3,15,,,,,,,,,,,,,,,,,,2017
Amba Etta-Tawo,WR,Syracuse,0,0,https://www.sports-reference.com/cfb/players/amba-etta-tawo-1.html,73,208,4.49,14.0,31.0,126.0,6.95,4.32,Big Ten,26,3,,,,,,,,,,,,,,,,,,,,,94,1482,15.8,14,0,0,,0,94,1482,15.8,14,,,,,,,,,,,,,,,,,,2017
Jerod Evans,QB,Virginia Tech,0,0,https://www.sports-reference.com/cfb/players/jerod-evans-1.html,75,232,4.8,,26.5,112.0,,4.41,ACC,14,1,,,,,,,,,,,,,,268,422,63.5,3552,29,8,153.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Justin Evans,S,Texas A&M,2,50,https://www.sports-reference.com/cfb/players/justin-evans-1.html,72,199,,14.0,,,,,SEC,25,2,99,66,165,6.0,0.0,5,0,0,11,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Gerald Everett,TE,South Alabama,2,44,https://www.sports-reference.com/cfb/players/gerald-everett-1.html,75,239,4.62,22.0,37.5,126.0,6.99,4.33,CUSA,31,3,,,,,,,,,,,,,,,,,,,,,90,1292,14.4,12,8,7,0.9,4,98,1299,13.3,16,,,,,,,,,,,,,,,,,,2017
Dan Feeney,OG,Indiana,3,71,https://www.sports-reference.com/cfb/players/dan-feeney-1.html,76,305,5.24,26.0,28.0,101.0,7.52,4.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Devonte Fields,OLB,Louisville,0,0,https://www.sports-reference.com/cfb/players/devonte-fields-1.html,74,236,4.72,,34.0,124.0,7.4,4.5,Big 12,39,4,69,39,108,31.0,16.5,1,0,0,6,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Isaiah Ford,WR,Virginia Tech,7,237,https://www.sports-reference.com/cfb/players/isaiah-ford-1.html,73,194,4.61,14.0,35.5,127.0,6.94,4.34,ACC,39,3,,,,,,,,,,,,,,,,,,,,,210,2967,14.1,24,17,84,4.9,0,227,3051,13.4,24,,,,,,,,,,,,,,,,,,2017
Johnathan Ford,S,Auburn,6,208,https://www.sports-reference.com/cfb/players/johnathan-ford-1.html,71,205,,20.0,,,,,SEC,44,4,176,104,280,12.5,2.0,5,66,1,11,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
D'Onta Foreman,RB,Texas,3,89,https://www.sports-reference.com/cfb/players/donta-foreman-1.html,72,233,,18.0,,,,,Big 12,27,3,,,,,,,,,,,,,,,,,,,,,13,146,11.2,0,431,2774,6.4,20,444,2920,6.6,20,,,,,,,,,,,,,,,,,,2017
Reuben Foster,ILB,Alabama,1,31,https://www.sports-reference.com/cfb/players/reuben-foster-1.html,72,229,,,,,,,SEC,45,4,124,99,223,24.0,7.0,0,0,0,9,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Leonard Fournette,RB,LSU,1,4,https://www.sports-reference.com/cfb/players/leonard-fournette-1.html,72,240,4.51,,28.5,,,,SEC,32,3,,,,,,,,,,,,,,,,,,,,,41,526,12.8,1,616,3830,6.2,40,657,4356,6.6,41,,,,,,,,,,,,,,,,,,2017
Kyle Fuller,C,Baylor,7,243,https://www.sports-reference.com/cfb/players/kyle-fuller-2.html,77,307,5.24,23.0,26.0,96.0,7.71,4.84,Big 12,2,1,2,0,2,0.0,0.0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
Wayne Gallman,RB,Clemson,4,140,https://www.sports-reference.com/cfb/players/wayne-gallman-1.html,72,215,4.6,21.0,29.5,120.0,7.17,4.28,ACC,42,3,,,,,,,,,,,,,,,,,,,,,66,486,7.4,2,675,3416,5.1,34,741,3902,5.3,36,,,,,,,,,,,,,,,,,,2017
Antonio Garcia,OT,Troy,3,85,https://www.sports-reference.com/cfb/players/antonio-garcia-1.html,78,302,5.15,24.0,31.0,108.0,7.98,4.94,Sun Belt,2,2,2,0,2,0.0,0.0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
