Name,Position,College,Round,Pick,Stat URL,Height,Weight,40 Yard Dash,Bench Press,Vertical Jump,Broad Jump,3 Cone Drill,Shuttle,conf_abbr,games,seasons,tackles_solo,tackles_assists,tackles_total,tackles_loss,sacks,def_int,def_int_yds,def_int_td,pass_defended,fumbles_rec,fumbles_rec_yds,fumbles_rec_td,fumbles_forced,pass_cmp,pass_att,pass_cmp_pct,pass_yds,pass_td,pass_int,pass_rating,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,scrim_att,scrim_yds,scrim_yds_per_att,scrim_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_tdxpm,xpa,xp_pct,fgm,fga,fg_pct,kick_points,punt,punt_yds,punt_yds_per_punt,Year
Tommy Bohanon,FB,Wake Forest,7,215,https://www.sports-reference.com/cfb/players/tommy-bohanon-1.html,73,246,4.88,36.0,35.0,119.0,7.27,4.42,ACC,49,4,,,,,,,,,,,,,,,,,,,,,51,405,7.9,7,50,160,3.2,3,101,565,5.6,10,,,,,,,,,,,,,,,,,,2013
Travis Bond,OG,North Carolina,7,214,https://www.sports-reference.com/cfb/players/travis-bond-1.html,78,329,5.27,22.0,22.5,98.0,7.85,4.96,ACC,13,1,1,0,1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
Zach Boren,FB,Ohio State,0,0,https://www.sports-reference.com/cfb/players/zach-boren-1.html,71,238,5.0,25.0,32.0,109.0,7.28,4.44,Big Ten,51,4,26,27,53,3.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
Jon Bostic,OLB,Florida,2,50,https://www.sports-reference.com/cfb/players/jonathan-bostic-1.html,73,245,4.59,22.0,32.5,118.0,6.99,4.24,SEC,39,3,141,78,219,19.0,7.5,5,40,1,2,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
Josh Boyce,WR,TCU,4,102,https://www.sports-reference.com/cfb/players/josh-boyce-1.html,71,206,4.38,22.0,34.0,131.0,6.68,4.1,MWC,39,3,,,,,,,,,,,,,,,,,,,,,161,2535,15.7,22,4,7,1.8,1,165,2542,15.4,23,,,,,,,,,,,,,,,,,,2013
Josh Boyd,DT,Mississippi State,5,167,https://www.sports-reference.com/cfb/players/josh-boyd-1.html,75,310,5.14,32.0,26.5,104.0,7.16,4.64,SEC,38,3,47,78,125,18.0,8.5,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
John Boyett,S,Oregon,6,192,https://www.sports-reference.com/cfb/players/john-boyett-1.html,70,204,4.64,27.0,,,,,Pac-10,40,4,184,94,278,7.0,0.5,10,126,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
Tyler Bray,QB,Tennessee,0,0,https://www.sports-reference.com/cfb/players/tyler-bray-1.html,78,232,5.05,,,100.0,7.2,4.51,SEC,28,3,,,,,,,,,,,,,,540,922,58.6,7444,69,28,145.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
Dylan Breeding,P,Arkansas,0,0,https://www.sports-reference.com/cfb/players/dylan-breeding-1.html,73,213,4.74,11.0,29.0,110.0,,,SEC,50,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219,9387,42.9,2013
Arthur Brown,OLB,Kansas State,2,56,https://www.sports-reference.com/cfb/players/arthur-brown-1.html,72,241,4.62,,,116.0,,,ACC,50,4,122,79,201,16.5,3.0,3,47,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
Braden Brown,OT,BYU,0,0,https://www.sports-reference.com/cfb/players/braden-brown-1.html,77,310,5.2,26.0,28.0,100.0,7.43,4.7,MWC,26,2,3,0,3,0.0,0.0,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
Marlon Brown,WR,Georgia,0,0,https://www.sports-reference.com/cfb/players/marlon-brown-1.html,76,213,4.63,,,,,,SEC,40,4,,,,,,,,,,,,,,,,,,,,,55,851,15.5,8,,,,,55,851,15.5,8,,,,,,,,,,,,,,,,,,2013
Michael Buchanan,DE,Illinois,7,226,https://www.sports-reference.com/cfb/players/michael-buchanan-1.html,77,255,4.78,22.0,33.0,113.0,6.91,4.44,Big Ten,46,4,68,93,161,26.0,14.0,1,0,0,4,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
Rex Burkhead,RB,Nebraska,6,190,https://www.sports-reference.com/cfb/players/rex-burkhead-1.html,70,214,4.73,21.0,39.0,125.0,6.85,4.09,Big 12,44,4,,,,,,,,,,,,,,,,,,,,,60,507,8.5,5,635,3329,5.2,30,695,3836,5.5,35,,,,,,,,,,,,,,,,,,2013
Adrian Bushell,CB,Louisville,0,0,https://www.sports-reference.com/cfb/players/adrian-bushell-2.html,69,186,4.58,17.0,33.0,116.0,6.92,4.25,Big East,23,2,45,17,62,1.5,0.0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
Colby Cameron,QB,Louisiana Tech,0,0,https://www.sports-reference.com/cfb/players/colby-cameron-1.html,74,212,4.78,,30.5,112.0,6.98,4.28,WAC,34,4,,,,,,,,,,,,,,545,854,63.8,6417,45,13,141.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
Anthony Cantele,K,Kansas State,0,0,https://www.sports-reference.com/cfb/players/anthony-cantele-1.html,70,180,4.76,,,,,,Big 12,39,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,98.3,37,48,77.1,229,,,,2013
Tank Carradine,DE,Florida State,2,40,https://www.sports-reference.com/cfb/players/cornellius-carradine-1.html,76,276,4.9,28.0,,,,,ACC,13,1,71,47,118,21.0,16.5,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
Jamie Collins,OLB,Southern Miss,2,52,https://www.sports-reference.com/cfb/players/jamie-collins-1.html,75,250,4.64,19.0,41.5,139.0,7.1,4.32,CUSA,40,3,196,118,314,45.0,21.0,3,134,2,15,3,16,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
Sanders Commings,CB,Georgia,5,134,https://www.sports-reference.com/cfb/players/sanders-commings-1.html,72,216,4.41,,34.5,117.0,7.1,4.3,SEC,51,4,115,39,154,6.0,1.0,8,56,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
Jonathan Cooper,OG,North Carolina,1,7,https://www.sports-reference.com/cfb/players/jonathan-cooper-1.html,74,311,5.07,35.0,27.0,108.0,7.78,4.84,ACC,26,2,2,0,2,0.0,0.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
Bobby Cowan,P,Idaho,0,0,https://www.sports-reference.com/cfb/players/bobby-cowan-1.html,76,219,5.13,,,,,,WAC,50,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259,11570,44.7,2013
Justice Cunningham,TE,South Carolina,7,254,https://www.sports-reference.com/cfb/players/justice-cunningham-1.html,75,258,4.94,,31.5,116.0,7.12,4.45,SEC,53,4,,,,,,,,,,,,,,,,,,,,,50,581,11.6,1,,,,,50,581,11.6,1,,,,,,,,,,,,,,,,,,2013
Jonathan Cyprien,S,Florida International,2,33,https://www.sports-reference.com/cfb/players/jonathan-cyprien-1.html,72,217,4.64,,38.5,,,,Sun Belt,50,4,213,152,365,13.5,1.0,7,41,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
Knile Davis,RB,Arkansas,3,96,https://www.sports-reference.com/cfb/players/knile-davis-1.html,71,227,4.37,31.0,33.5,121.0,6.96,4.38,SEC,36,3,,,,,,,,,,,,,,,,,,,,,32,297,9.3,2,349,1862,5.3,19,381,2159,5.7,21,,,,,,,,,,,,,,,,,,2013
Marcus Davis,WR,Virginia Tech,0,0,https://www.sports-reference.com/cfb/players/marcus-davis-1.html,75,233,4.56,19.0,39.5,120.0,7.15,,ACC,53,4,,,,,,,,,,,,,,,,,,,,,105,1827,17.4,13,9,86,9.6,0,114,1913,16.8,13,,,,,,,,,,,,,,,,,,2013
Will Davis,CB,Utah State,3,93,https://www.sports-reference.com/cfb/players/will-davis-2.html,71,186,4.51,16.0,35.5,127.0,6.52,4.02,WAC,26,2,67,32,99,8.0,0.0,5,100,1,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
Everett Dawkins,DT,Florida State,7,229,https://www.sports-reference.com/cfb/players/everette-dawkins-1.html,74,292,5.06,23.0,30.0,103.0,7.61,4.88,ACC,43,4,59,47,106,15.0,7.0,1,0,,4,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
Jordan Devey,OT,Memphis,0,0,https://www.sports-reference.com/cfb/players/jordan-devey-1.html,79,317,5.25,21.0,24.0,98.0,7.91,4.77,CUSA,12,1,1,0,1,0.0,0.0,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
Quinton Dial,DT,Alabama,5,157,https://www.sports-reference.com/cfb/players/quinton-dial-1.html,77,318,5.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
Aaron Dobson,WR,Marshall,2,59,https://www.sports-reference.com/cfb/players/aaron-dobson-1.html,75,210,4.37,,,,,,CUSA,47,4,,,,,,,,,,,,,,,,,,,,,165,2398,14.5,24,3,19,6.3,0,168,2417,14.4,24,,,,,,,,,,,,,,,,,,2013
Alex Dunnachie,P,Hawaii,0,0,https://www.sports-reference.com/cfb/players/alex-dunnachie-1.html,75,217,4.97,,,,,,WAC,49,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199,8364,42.0,2013
Zac Dysert,QB,Miami (OH),7,234,https://www.sports-reference.com/cfb/players/zac-dysert-1.html,75,231,4.81,,,,,,MAC,46,4,,,,,,,,,,,,,,1066,1672,63.8,12013,73,51,132.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
Lavar Edwards,DE,LSU,5,142,https://www.sports-reference.com/cfb/players/lavar-edwards-1.html,76,277,4.8,,33.0,119.0,7.03,4.51,SEC,52,4,41,55,96,20.0,10.5,2,40,1,5,2,29,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
Mike Edwards,CB,Hawaii,3,99,https://www.sports-reference.com/cfb/players/mike-edwards-3.html,69,189,4.56,14.0,36.0,124.0,6.94,4.18,WAC,25,2,72,14,86,6.5,0.0,3,0,0,11,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
Tyler Eifert,TE,Notre Dame,1,21,https://www.sports-reference.com/cfb/players/tyler-eifert-1.html,77,250,4.68,22.0,35.5,119.0,6.92,4.32,Ind,37,3,,,,,,,,,,,,,,,,,,,,,140,1840,13.1,11,,,,,140,1840,13.1,11,,,,,,,,,,,,,,,,,,2013
Matt Elam,S,Florida,1,32,https://www.sports-reference.com/cfb/players/matt-elam-1.html,70,208,4.43,17.0,35.5,118.0,,,SEC,39,3,124,52,176,23.5,5.0,6,91,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
Andre Ellington,RB,Clemson,6,187,https://www.sports-reference.com/cfb/players/andre-ellington-1.html,69,199,4.61,,34.0,122.0,,,ACC,49,4,,,,,,,,,,,,,,,,,,,,,59,505,8.6,2,621,3436,5.5,33,680,3941,5.8,35,,,,,,,,,,,,,,,,,,2013
Zach Ertz,TE,Stanford,2,35,https://www.sports-reference.com/cfb/players/zach-ertz-1.html,77,249,4.76,24.0,30.5,111.0,7.08,4.47,Pac-10,37,3,,,,,,,,,,,,,,,,,,,,,112,1434,12.8,15,,,,,112,1434,12.8,15,,,,,,,,,,,,,,,,,,2013
Gavin Escobar,TE,San Diego State,2,47,https://www.sports-reference.com/cfb/players/gavin-escobar-1.html,78,254,4.84,,32.0,114.0,7.07,4.31,MWC,39,3,,,,,,,,,,,,,,,,,,,,,122,1646,13.5,17,2,7,3.5,0,124,1653,13.3,17,,,,,,,,,,,,,,,,,,2013
Josh Evans,S,Florida,6,169,https://www.sports-reference.com/cfb/players/josh-evans-1.html,73,207,4.58,,34.5,123.0,6.64,4.1,SEC,47,4,101,53,154,7.0,3.5,5,47,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
Joseph Fauria,TE,UCLA,0,0,https://www.sports-reference.com/cfb/players/joseph-fauria-1.html,79,259,4.82,17.0,,,,,Pac-10,40,3,,,,,,,,,,,,,,,,,,,,,88,1139,12.9,20,,,,,88,1139,12.9,20,,,,,,,,,,,,,,,,,,2013
Sharrif Floyd,DT,Florida,1,23,https://www.sports-reference.com/cfb/players/shariff-floyd-1.html,75,297,4.92,,30.0,106.0,7.4,4.75,SEC,11,1,48,44,92,19.5,4.5,,,,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
Michael Ford,RB,LSU,0,0,https://www.sports-reference.com/cfb/players/michael-ford-2.html,69,210,4.5,25.0,38.5,130.0,6.87,4.25,SEC,37,3,,,,,,,,,,,,,,,,,,,,,8,69,8.6,1,243,1392,5.7,13,251,1461,5.8,14,,,,,,,,,,,,,,,,,,2013
Johnathan Franklin,RB,UCLA,4,125,https://www.sports-reference.com/cfb/players/johnathan-franklin-1.html,70,205,4.49,18.0,31.5,115.0,6.89,4.31,Pac-10,53,4,,,,,,,,,,,,,,,,,,,,,58,517,8.9,3,788,4403,5.6,31,846,4920,5.8,34,,,,,,,,,,,,,,,,,,2013
Travis Frederick,C,Wisconsin,1,31,https://www.sports-reference.com/cfb/players/travis-frederick-1.html,76,312,5.58,21.0,28.5,97.0,7.81,4.76,Big Ten,13,1,2,0,2,0.0,0.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
Corey Fuller,WR,Virginia Tech,6,171,https://www.sports-reference.com/cfb/players/corey-fuller-2.html,74,204,4.43,12.0,31.5,120.0,,,ACC,20,2,,,,,,,,,,,,,,,,,,,,,45,834,18.5,6,1,10,10.0,0,46,844,18.3,6,,,,,,,,,,,,,,,,,,2013
Kwame Geathers,DT,Georgia,0,0,https://www.sports-reference.com/cfb/players/kwame-geathers-1.html,77,342,5.44,,26.5,96.0,8.11,5.27,SEC,20,2,25,36,61,6.5,1.0,,,,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
William Gholston,DE,Michigan State,4,126,https://www.sports-reference.com/cfb/players/william-gholston-1.html,78,281,4.96,23.0,28.5,110.0,7.2,4.59,Big Ten,23,2,62,80,142,30.0,10.0,0,0,0,13,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
Mike Gillislee,RB,Florida,5,164,https://www.sports-reference.com/cfb/players/mike-gillislee-1.html,71,208,4.55,15.0,30.5,119.0,7.12,4.4,SEC,49,4,,,,,,,,,,,,,,,,,,,,,23,182,7.9,2,389,2072,5.3,20,412,2254,5.5,22,,,,,,,,,,,,,,,,,,2013
Mike Glennon,QB,North Carolina State,3,73,https://www.sports-reference.com/cfb/players/mike-glennon-1.html,79,225,4.94,,26.5,102.0,7.49,4.52,ACC,36,4,,,,,,,,,,,,,,646,1069,60.4,7411,63,31,132.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
Zaviar Gooden,OLB,Missouri,3,97,https://www.sports-reference.com/cfb/players/zaviar-gooden-1.html,73,234,4.47,27.0,34.0,131.0,6.71,4.18,Big 12,49,4,161,95,256,20.5,4.0,5,30,1,10,3,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
Malliciah Goodman,DE,Clemson,4,127,https://www.sports-reference.com/cfb/players/malliciah-goodman-1.html,76,276,4.87,26.0,31.5,114.0,,,ACC,41,3,70,57,127,23.0,12.0,0,0,0,3,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
Marquise Goodwin,WR,Texas,3,78,https://www.sports-reference.com/cfb/players/marquise-goodwin-1.html,69,183,4.27,13.0,,132.0,,,Big 12,50,4,,,,,,,,,,,,,,,,,,,,,120,1364,11.4,7,46,405,8.8,3,166,1769,10.7,10,,,,,,,,,,,,,,,,,,2013
Chris Gragg,TE,Arkansas,7,222,https://www.sports-reference.com/cfb/players/chris-gragg-1.html,75,244,4.5,18.0,37.5,125.0,7.08,4.51,SEC,43,4,,,,,,,,,,,,,,,,,,,,,72,1003,13.9,7,,,,,72,1003,13.9,7,,,,,,,,,,,,,,,,,,2013
Ray Graham,RB,Pittsburgh,0,0,https://www.sports-reference.com/cfb/players/ray-graham-1.html,69,199,4.8,18.0,32.5,112.0,7.17,4.21,Big East,46,4,,,,,,,,,,,,,,,,,,,,,98,799,8.2,4,595,3271,5.5,32,693,4070,5.9,36,,,,,,,,,,,,,,,,,,2013
Dwayne Gratz,CB,Connecticut,3,64,https://www.sports-reference.com/cfb/players/dwayne-gratz-1.html,71,201,4.47,22.0,38.0,125.0,6.7,4.15,Big East,50,4,141,48,189,10.0,0.0,8,152,2,16,15,34,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
MarQueis Gray,QB,Minnesota,0,0,https://www.sports-reference.com/cfb/players/marqueis-gray-1.html,75,240,4.65,15.0,30.0,111.0,7.25,4.3,Big Ten,47,4,,,,,,,,,,,,,,,,,,,,,60,766,12.8,6,341,1731,5.1,12,401,2497,6.2,18,,,,,,,,,,,,,,,,,,2013
Khaseem Greene,OLB,Rutgers,4,117,https://www.sports-reference.com/cfb/players/khaseem-greene-1.html,73,241,4.71,17.0,30.0,116.0,7.58,4.2,Big East,51,4,211,176,387,31.0,11.5,7,117,0,1,0,20,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
Cory Grissom,DT,South Florida,0,0,https://www.sports-reference.com/cfb/players/cory-grissom-1.html,73,306,5.31,22.0,27.5,97.0,7.79,4.81,Big East,32,4,53,52,105,16.5,5.0,,,,3,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
Cobi Hamilton,WR,Arkansas,6,197,https://www.sports-reference.com/cfb/players/cobi-hamilton-1.html,74,212,4.56,11.0,29.5,107.0,,4.31,SEC,51,4,,,,,,,,,,,,,,,,,,,,,175,2854,16.3,18,1,-8,-8.0,0,176,2846,16.2,18,,,,,,,,,,,,,,,,,,2013
Johnathan Hankins,DT,Ohio State,2,49,https://www.sports-reference.com/cfb/players/johnathan-hankins-1.html,75,320,5.31,,26.0,104.0,7.59,4.61,Big Ten,26,2,58,80,138,16.5,5.0,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
D.J. Harper,RB,Boise State,0,0,https://www.sports-reference.com/cfb/players/dj-harper-1.html,69,211,4.52,23.0,33.5,120.0,7.07,4.35,WAC,54,6,,,,,,,,,,,,,,,,,,,,,54,396,7.3,2,547,2779,5.1,39,601,3175,5.3,41,,,,,,,,,,,,,,,,,,2013
Chris Harper,WR,Kansas State,4,123,https://www.sports-reference.com/cfb/players/chris-harper-2.html,73,229,4.55,20.0,35.5,116.0,6.89,4.39,Big 12,39,3,,,,,,,,,,,,,,,,,,,,,123,1734,14.1,12,8,45,5.6,0,131,1779,13.6,12,,,,,,,,,,,,,,,,,,2013
Montel Harris,RB,Temple,0,0,https://www.sports-reference.com/cfb/players/montel-harris-1.html,68,208,4.68,19.0,32.5,113.0,6.95,4.18,ACC,50,5,,,,,,,,,,,,,,,,,,,,,10,90,9.0,0,186,1054,5.7,12,196,1144,5.8,12,,,,,,,,,,,,,,,,,,2013
Mark Harrison,WR,Rutgers,0,0,https://www.sports-reference.com/cfb/players/mark-harrison-1.html,75,231,4.46,17.0,38.5,129.0,6.99,4.33,Big East,45,4,,,,,,,,,,,,,,,,,,,,,107,1769,16.5,18,,,,,107,1769,16.5,18,,,,,,,,,,,,,,,,,,2013
