Name,Position,College,Round,Pick,Stat URL,Height,Weight,40 Yard Dash,Bench Press,Vertical Jump,Broad Jump,3 Cone Drill,Shuttle,conf_abbr,games,seasons,tackles_solo,tackles_assists,tackles_total,tackles_loss,sacks,def_int,def_int_yds,def_int_td,pass_defended,fumbles_rec,fumbles_rec_yds,fumbles_rec_td,fumbles_forced,pass_cmp,pass_att,pass_cmp_pct,pass_yds,pass_td,pass_int,pass_rating,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,scrim_att,scrim_yds,scrim_yds_per_att,scrim_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_tdxpm,xpa,xp_pct,fgm,fga,fg_pct,kick_points,punt,punt_yds,punt_yds_per_punt,Year
Tra Carson,RB,Texas A&M,0,0,https://www.sports-reference.com/cfb/players/tra-carson-1.html,71,227,4.63,19.0,,,,,Pac-12,46,4,,,,,,,,,,,,,,,,,,,,,41,299,7.3,1,428,2075,4.8,19,469,2374,5.1,20,,,,,,,,,,,,,,,,,,2016
Tevin Carter,S,Utah,0,0,https://www.sports-reference.com/cfb/players/tevin-carter-1.html,73,218,4.48,19.0,,,,,Pac-12,16,2,41,31,72,9.0,0.0,4,147,2,3,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
Jeremy Cash,S,Duke,0,0,https://www.sports-reference.com/cfb/players/jeremy-cash-2.html,72,212,4.56,,,,,,Big Ten,44,4,189,143,332,38.0,8.0,6,56,0,14,5,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
Joseph Cheek,OG,Texas A&M,0,0,https://www.sports-reference.com/cfb/players/joseph-cheek-1.html,78,295,5.27,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
Kenny Clark,DT,UCLA,1,27,https://www.sports-reference.com/cfb/players/kenneth-clark-1.html,75,314,5.06,29.0,28.5,102.0,,4.62,Pac-12,37,3,96,63,159,20.0,6.5,0,0,0,6,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
Le'Raven Clark,OT,Texas Tech,3,82,https://www.sports-reference.com/cfb/players/leraven-clark-1.html,77,316,5.16,18.0,,,,,Big 12,3,2,2,0,2,0.0,0.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
Corey Coleman,WR,Baylor,1,15,https://www.sports-reference.com/cfb/players/corey-coleman-1.html,71,194,4.42,17.0,40.5,129.0,,,Big 12,34,3,,,,,,,,,,,,,,,,,,,,,173,3009,17.4,33,33,164,5.0,1,206,3173,15.4,34,,,,,,,,,,,,,,,,,,2016
Shon Coleman,OT,Auburn,3,76,https://www.sports-reference.com/cfb/players/shon-coleman-1.html,77,307,5.18,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
Alex Collins,RB,Arkansas,5,171,https://www.sports-reference.com/cfb/players/alex-collins-1.html,70,217,4.59,18.0,28.5,113.0,,,SEC,38,3,,,,,,,,,,,,,,,,,,,,,27,167,6.2,0,665,3703,5.6,36,692,3870,5.6,36,,,,,,,,,,,,,,,,,,2016
Maliek Collins,DT,Nebraska,3,67,https://www.sports-reference.com/cfb/players/maliek-collins-1.html,74,311,5.03,25.0,29.5,109.0,7.53,4.52,Big Ten,32,3,37,49,86,21.5,8.0,0,0,0,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
Jack Conklin,OT,Michigan State,1,8,https://www.sports-reference.com/cfb/players/jack-conklin-1.html,78,308,5.0,25.0,30.0,103.0,7.63,4.57,Big Ten,3,1,2,1,3,0.0,0.0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
Connor Cook,QB,Michigan State,4,100,https://www.sports-reference.com/cfb/players/connor-cook-1.html,76,217,4.79,,33.0,113.0,7.21,4.28,Big Ten,43,4,,,,,,,,,,,,,,673,1170,57.5,9194,71,22,139.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
Fahn Cooper,OT,Mississippi,5,174,https://www.sports-reference.com/cfb/players/fahn-cooper-1.html,76,303,5.17,19.0,25.0,102.0,7.85,4.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
Pharoh Cooper,WR,South Carolina,4,117,https://www.sports-reference.com/cfb/players/pharoh-cooper-1.html,71,203,4.52,15.0,31.0,115.0,,,SEC,34,3,,,,,,,,,,,,,,,,,,,,,138,2163,15.7,18,71,513,7.2,4,209,2676,12.8,22,,,,,,,,,,,,,,,,,,2016
Cody Core,WR,Mississippi,6,199,https://www.sports-reference.com/cfb/players/cody-core-1.html,75,205,4.47,14.0,31.5,119.0,,,SEC,44,4,,,,,,,,,,,,,,,,,,,,,83,1297,15.6,10,5,87,17.4,0,88,1384,15.7,10,,,,,,,,,,,,,,,,,,2016
Kamalei Correa,DE,Boise State,2,42,https://www.sports-reference.com/cfb/players/kamalei-correa-1.html,75,243,4.69,21.0,33.0,108.0,,,MWC,37,3,69,41,110,31.5,20.0,0,0,0,2,0,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
Brad Craddock,K,Maryland,0,0,https://www.sports-reference.com/cfb/players/brad-craddock-1.html,72,186,4.88,,,,,,ACC,47,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,96.9,57,70,81.4,297,10,351,35.1,2016
Su'A Cravens,OLB,USC,2,53,https://www.sports-reference.com/cfb/players/sua-cravens-1.html,73,226,4.58,16.0,27.0,114.0,,,Pac-12,40,3,134,73,207,34.5,10.5,9,133,1,16,1,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
Ken Crawley,CB,Colorado,0,0,https://www.sports-reference.com/cfb/players/kenneth-crawley-1.html,72,187,4.43,,36.5,119.0,,,Pac-12,47,4,154,26,180,8.0,0.0,3,12,0,25,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
Joe Dahl,OT,Washington State,5,151,https://www.sports-reference.com/cfb/players/joe-dahl-1.html,76,304,5.18,28.0,31.0,109.0,7.64,4.77,Pac-12,2,2,2,0,2,0.0,0.0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
Steven Daniels,ILB,Boston Col.,7,232,https://www.sports-reference.com/cfb/players/steven-daniels-1.html,71,243,4.86,16.0,32.0,112.0,7.33,4.54,ACC,38,3,164,102,266,29.0,10.5,3,49,0,4,3,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
Sean Davis,CB,Maryland,2,58,https://www.sports-reference.com/cfb/players/sean-davis-1.html,73,201,4.46,21.0,37.5,126.0,6.64,3.97,ACC,38,3,221,98,319,10.0,2.5,5,98,0,14,2,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
Trevor Davis,WR,California,5,163,https://www.sports-reference.com/cfb/players/trevor-davis-1.html,73,188,4.42,11.0,38.5,124.0,6.6,4.22,WAC,37,4,,,,,,,,,,,,,,,,,,,,,64,1071,16.7,7,3,4,1.3,0,67,1075,16.0,7,,,,,,,,,,,,,,,,,,2016
Sheldon Day,DT,Notre Dame,4,103,https://www.sports-reference.com/cfb/players/sheldon-day-1.html,73,293,5.07,21.0,30.0,102.0,7.44,4.5,Ind,34,3,91,50,141,32.0,7.5,0,0,0,8,2,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
Taylor Decker,OT,Ohio State,1,16,https://www.sports-reference.com/cfb/players/taylor-decker-1.html,79,310,5.23,20.0,29.0,101.0,7.7,4.76,Big Ten,2,2,2,0,2,0.0,0.0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
KJ Dillon,S,West Virginia,5,159,https://www.sports-reference.com/cfb/players/kj-dillon-1.html,72,210,4.53,11.0,,121.0,,,Big 12,34,3,119,40,159,17.0,0.5,5,60,1,20,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
Kenneth Dixon,RB,Louisiana Tech,4,134,https://www.sports-reference.com/cfb/players/kenneth-dixon-1.html,70,215,4.56,18.0,37.5,121.0,6.97,4.28,WAC,47,4,,,,,,,,,,,,,,,,,,,,,87,969,11.1,15,802,4483,5.6,72,889,5452,6.1,87,,,,,,,,,,,,,,,,,,2016
Riley Dixon,P,Syracuse,7,228,https://www.sports-reference.com/cfb/players/riley-dixon-1.html,76,221,5.04,,,,,,Big East,39,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,218,9291,42.6,2016
Josh Doctson,WR,TCU,1,22,https://www.sports-reference.com/cfb/players/josh-doctson-1.html,74,202,4.5,14.0,41.0,131.0,6.84,4.08,MWC,45,4,,,,,,,,,,,,,,,,,,,,,179,2784,15.6,29,2,7,3.5,0,181,2791,15.4,29,,,,,,,,,,,,,,,,,,2016
Kevin Dodd,DE,Clemson,2,33,https://www.sports-reference.com/cfb/players/kevin-dodd-1.html,77,277,4.86,,,,,,ACC,21,3,55,27,82,26.5,12.5,0,0,0,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
Brandon Doughty,QB,Western Kentucky,7,223,https://www.sports-reference.com/cfb/players/brandon-doughty-1.html,75,213,5.22,,27.0,103.0,7.49,4.52,Sun Belt,43,5,,,,,,,,,,,,,,1023,1491,68.6,12855,111,34,161.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
Kenyan Drake,RB,Alabama,3,73,https://www.sports-reference.com/cfb/players/kenyan-drake-1.html,73,210,4.45,10.0,34.5,123.0,7.04,4.21,SEC,41,4,,,,,,,,,,,,,,,,,,,,,46,570,12.4,4,233,1495,6.4,18,279,2065,7.4,22,,,,,,,,,,,,,,,,,,2016
Spencer Drango,OT,Baylor,5,168,https://www.sports-reference.com/cfb/players/spencer-drango-1.html,78,315,5.27,30.0,27.0,100.0,7.88,4.66,Big 12,0,0,1,0,1,0.0,0.0,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
Jeff Driskel,QB,Louisiana Tech,6,207,https://www.sports-reference.com/cfb/players/jeff-driskel-1.html,76,234,4.56,,32.0,122.0,7.19,4.25,SEC,42,5,,,,,,,,,,,,,,279,448,62.3,4026,27,8,154.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
Thomas Duarte,TE,UCLA,7,231,https://www.sports-reference.com/cfb/players/thomas-duarte-1.html,74,231,4.72,12.0,33.5,118.0,6.97,4.24,Pac-12,33,3,,,,,,,,,,,,,,,,,,,,,97,1626,16.8,17,0,0,,0,97,1626,16.8,17,,,,,,,,,,,,,,,,,,2016
Parker Ehinger,OT,Cincinnati,4,105,https://www.sports-reference.com/cfb/players/parker-ehinger-1.html,78,310,5.26,,27.5,97.0,,,American,1,1,1,0,1,0.0,0.0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
Deandre Elliott,CB,Colorado State,0,0,https://www.sports-reference.com/cfb/players/deandre-elliott-1.html,73,188,4.55,,41.0,125.0,6.93,3.94,MWC,43,4,92,32,124,4.0,0.0,7,124,1,21,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
